,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat,min_C_cwt_coefficients,max_C_abs_energy,max_C_fft_aggregated,max_C_number_crossing_m,daily_precipitation_spkt_welch_density,daily_precipitation_time_reversal_asymmetry_statistic,SO2_autocorrelation,SO2_cid_ce,SO2_last_location_of_minimum,SO2_spkt_welch_density,SO2_time_reversal_asymmetry_statistic,NO2_autocorrelation,NO2_cid_ce,NO2_spkt_welch_density,NO2_time_reversal_asymmetry_statistic,CO_cid_ce,CO_last_location_of_minimum,CO_spkt_welch_density,CO_time_reversal_asymmetry_statistic,PM2_5_cid_ce,ave_C,min_C,max_C,ave_ws,ave_rh,ave_hpa,daily_precipitation,SO2,NO2,CO,PM2_5,PM10,O38h,AQI,month,day,week
10,174.2228477,151.58776840000002,207.8148082,174.2228477,174.2228477,4.380400979,4.380400979,4.380400979,4.380400979,4.380400979,4.380400979,0,0,0,178.6032487,-2.491163811,1018.62,1.658555165,0,5.148083164,0.0,-0.291820785,3.427966638,0.642857143,146.0871729,-764674.75,-4.2346111760000005,2.3713615569999997,3.6378429989999996,-265212.875,4.061234263999999,0.9285714290000001,0.013701636000000001,-16.11038491,3.737750477,1.7,-2.9,7.5,1.6,82,971.1,0.0,78.0,49.0,4.402,499.0,619.0,70.0,500.0,2,10,7
11,170.3095496,127.4899136,182.9922378,170.3095496,170.3095496,-15.19260463,-15.19260463,-15.19260463,-15.19260463,-15.19260463,-15.19260463,0,0,0,155.1169449,-1.05169371,974.87,1.54889972,0,4.040437849,0.0,0.119707485,3.5641123460000004,0.571428571,62.181295,-529279.75,-0.09509662199999999,2.386822113,0.887969235,-237608.625,3.99844653,0.857142857,0.045819047,-22.8331217,3.669261079,-0.2,-0.7,5.0,2.7,90,980.5,2.0,48.0,38.0,4.131,242.0,283.0,35.0,292.0,2,11,1
12,168.6854226,120.9632869,183.7247357,168.6854226,168.6854226,-15.96163638,-15.96163638,-15.96163638,-15.96163638,-15.96163638,-15.96163638,0,0,0,152.7237862,-0.23043872899999998,895.83,1.332125136,0,2.448877844,0.8,0.554159025,3.933059538,1.0,39.6062396,-294878.375,0.24883599899999997,2.364960083,10.48426161,-209966.5,3.9081574889999997,0.7857142859999999,0.081864016,-22.27570707,4.367064991,2.1,-1.4,7.3,1.6,67,982.9,0.0,55.0,36.0,3.76,124.0,163.0,73.0,163.0,2,12,2
13,170.556655,139.8839872,201.3334738,170.556655,170.556655,-0.039891658999999996,-0.039891658999999996,-0.039891658999999996,-0.039891658999999996,-0.039891658999999996,-0.039891658999999996,0,0,0,170.5167634,-0.707340905,807.51,1.464981404,0,1.133694597,0.8,0.35984936100000003,3.8129694689999996,0.9285714290000001,42.55452357,-229499.375,0.335253654,2.2230387780000003,20.27935268,-178522.5,3.773962992,0.7142857140000001,0.09388005,-24.42129831,4.27078865,2.4,-1.8,8.0,1.4,51,974.8,0.0,113.0,49.0,3.7239999999999998,92.0,128.0,63.0,122.0,2,13,3
14,164.7738309,150.7050937,208.0572544,164.7738309,164.7738309,14.08915663,14.08915663,14.08915663,14.08915663,14.08915663,14.08915663,0,0,0,178.8629875,-0.812928531,775.47,1.398665274,0,0.370549956,0.8,1.4443986690000001,4.863168865,0.857142857,81.48837244,33783.375,1.284483999,2.471248491,19.94566206,-116373.25,3.57036827,0.642857143,0.073315338,-22.27248424,4.170500269,4.9,2.0,9.7,1.1,54,975.3,0.0,79.0,44.0,3.9819999999999998,107.0,150.0,64.0,140.0,2,14,4
15,166.43586430000002,143.40813400000002,198.49947230000004,166.43586430000002,166.43586430000002,5.881757846,5.881757846,5.881757846,5.881757846,5.881757846,5.881757846,0,0,0,172.3176221,0.46800210299999995,765.52,1.390124898,0,0.082450278,0.16,0.93627886,5.1717343819999995,0.7857142859999999,159.7357774,38901.375,0.414237368,2.514791877,11.95675659,-106619.5,3.0620821489999996,0.571428571,0.040184591,-23.76248365,4.02701859,4.1,-1.6,10.5,2.3,50,975.0,0.0,53.0,42.0,3.742,64.0,117.0,82.0,94.0,2,15,5
16,158.39567580000002,132.1338624,183.8735967,158.39567580000002,158.39567580000002,-0.7429198159999999,-0.7429198159999999,-0.7429198159999999,-0.7429198159999999,-0.7429198159999999,-0.7429198159999999,0,0,0,157.652756,2.023837316,773.76,1.379770987,0,0.026792903,0.16,1.225982891,5.283637184,0.7142857140000001,251.6920922,5210.875,-0.409336934,3.12890595,3.8387578760000003,-75613.0,3.61536175,0.5,0.018350626000000002,-17.69889147,4.139596386,5.1,1.3,9.7,2.3,61,967.2,0.0,86.0,48.0,4.4639999999999995,256.0,304.0,76.0,306.0,2,16,6
17,153.8768739,133.0859871,189.24804,153.8768739,153.8768739,6.747661285,6.747661285,6.747661285,6.747661285,6.747661285,6.747661285,0,0,0,160.6245352,2.61295085,825.6,1.5314820930000002,0,0.069069937,0.16,-0.184364471,5.3520678539999995,0.642857143,289.9953597,53539.625,0.486387193,3.670522782,0.37564155899999996,-48847.125,4.462450396,0.428571429,0.011868825,-9.7953897,4.473319377,6.5,3.8,10.3,1.2,58,968.3,0.0,91.0,55.0,3.3480000000000003,226.0,290.0,56.0,276.0,2,17,7
18,146.92869330000002,104.671745,161.0118715,146.92869330000002,146.92869330000002,-12.19666086,-12.19666086,-12.19666086,-12.19666086,-12.19666086,-12.19666086,0,0,0,134.7320324,2.0516156740000002,898.05,1.323424392,0,0.198942813,0.16,1.221773086,5.405540754,0.571428571,276.0416754,3550.0,0.030168324,3.817975469,0.7682254140000001,-32647.625,4.821665395,1.0,0.017753108,-10.93714295,4.442357853,2.1,-0.1,8.0,1.3,84,976.7,3.3,37.0,42.0,1.7409999999999999,86.0,124.0,60.0,114.0,2,18,1
19,142.18566840000003,111.71632340000002,170.7454545,142.18566840000003,142.18566840000003,-2.253846794,-2.253846794,-2.253846794,-2.253846794,-2.253846794,-2.253846794,0,0,0,139.9318216,0.598045942,954.21,1.945961355,0,0.23705299300000002,0.16,0.06887530900000001,5.395455276,1.0,248.42854100000002,-36896.0,0.528800143,4.0435049460000005,5.391354611000001,-28296.875,3.53772648,1.0,0.029040762999999997,-16.11442946,4.512900771,1.2,-0.5,4.3,2.1,89,978.8,0.0,48.0,44.0,1.5859999999999999,92.0,115.0,42.0,122.0,2,19,2
20,140.04501069999998,109.63547340000002,173.87573730000003,140.04501069999998,140.04501069999998,2.4056736069999998,2.4056736069999998,2.4056736069999998,2.4056736069999998,2.4056736069999998,2.4056736069999998,0,0,0,142.4506843,-1.191421802,872.7,1.794957234,0,0.09361082400000001,-0.64,0.7607605040000001,5.132910618,0.9285714290000001,203.07761619999997,-112377.25,1.0811938490000002,4.000964514,11.3725288,-20031.25,2.675213173,1.0,0.04627211,-21.6150642,4.259399073,3.9,1.1,8.1,1.8,71,978.0,0.0,68.0,51.0,1.766,99.0,126.0,45.0,130.0,2,20,3
21,142.21790190000002,126.90025890000001,185.18444519999997,142.21790190000002,142.21790190000002,13.77553608,13.77553608,13.77553608,13.77553608,13.77553608,13.77553608,0,0,0,155.9934379,-2.329794346,866.06,1.8277274669999999,0,0.003709076,-0.64,-1.10060419,5.276369819,0.857142857,149.5548346,-46770.625,-0.311339386,4.819245091,15.08887572,5295.125,2.343301296,0.9285714290000001,0.061490924,-21.25619891,4.150564602,6.1,1.8,12.1,1.5,66,979.1,0.0,82.0,63.0,2.255,134.0,179.0,67.0,178.0,2,21,4
22,131.09599369999998,105.0233653,156.2597355,131.09599369999998,131.09599369999998,-2.1658207480000002,-2.1658207480000002,-2.1658207480000002,-2.1658207480000002,-2.1658207480000002,-2.1658207480000002,0,0,0,128.930173,-2.522938105,970.22,1.348033815,0,0.292725272,-0.64,-2.769495458,5.273280423,0.7857142859999999,118.7605137,-102617.5,-0.318679854,4.153071153,19.21563458,17477.75,2.292331412,0.857142857,0.053335846,-21.85132725,4.143300203,6.1,-0.7,12.9,1.3,59,978.3,0.0,63.0,72.0,2.324,121.0,171.0,78.0,159.0,2,22,5
23,129.0277428,103.98901509999999,154.99138069999998,129.0277428,129.0277428,0.21355788899999997,0.21355788899999997,0.21355788899999997,0.21355788899999997,0.21355788899999997,0.21355788899999997,0,0,0,129.2413007,-2.6502764830000003,1126.39,1.914733276,0,1.0095896640000002,0.0,1.3491195059999999,4.930883948,0.7142857140000001,117.12015759999998,-133691.5,0.13450677800000002,3.1579356489999997,20.7455522,35526.5,2.188462786,0.7857142859999999,0.03107455,-25.86126462,3.9643110960000003,7.0,2.0,13.4,1.4,49,975.6,0.0,74.0,83.0,2.715,201.0,266.0,75.0,251.0,2,23,6
24,129.0989482,109.17698770000001,158.52510969999997,129.0989482,129.0989482,4.581034577,4.581034577,4.581034577,4.581034577,4.581034577,4.581034577,0,0,0,133.6799827,-2.6036946619999997,1243.54,1.93671263,0,1.7574888219999998,0.0,-1.5405093419999998,5.393856695,0.642857143,127.30378929999999,-90605.875,-0.567190359,2.4396639469999997,20.58359909,64389.5,2.26228067,0.7142857140000001,0.009251849,-25.18730261,3.493806365,9.7,5.4,15.0,1.9,53,970.2,0.0,100.0,87.0,3.14,283.0,371.0,77.0,333.0,2,24,7
25,129.3710828,93.06411052,140.4973756,129.3710828,129.3710828,-12.31229438,-12.31229438,-12.31229438,-12.31229438,-12.31229438,-12.31229438,0,0,0,117.05878840000001,-2.352045711,1412.29,1.65509073,0,2.074285714,0.0,1.413124812,4.981542039,0.571428571,118.63428049999999,-20670.125,-0.027108579,1.87359642,17.49229866,110698.0,2.438898892,0.642857143,0.00010632,-23.51839544,4.214022958,8.6,4.7,12.3,1.3,63,972.5,0.0,104.0,86.0,3.388,289.0,361.0,37.0,339.0,2,25,1
26,126.02382560000001,96.1865118,146.8590428,126.02382560000001,126.02382560000001,-6.325254475,-6.325254475,-6.325254475,-6.325254475,-6.325254475,-6.325254475,0,0,0,119.6985712,-1.708108204,1538.58,2.225675881,0,1.873952567,0.0,-1.7107259609999999,4.8552133,0.5,109.44317120000001,-12661.0,-0.44585327399999997,1.723521572,14.26909455,151142.5,2.536327032,0.571428571,0.005708329,-17.99974858,3.61008789,8.4,3.2,15.8,1.6,68,972.0,0.0,124.0,100.0,4.013999999999999,322.0,421.0,53.0,372.0,2,26,2
27,125.503859,105.9994622,157.016579,125.503859,125.503859,5.734582445,5.734582445,5.734582445,5.734582445,5.734582445,5.734582445,0,0,0,131.2384415,-0.5066750320000001,1734.93,1.890324834,0,1.3668086380000002,0.0,-0.751334147,3.723272672,0.428571429,95.9602917,97766.0,-0.39460742200000004,1.556833846,9.342493932,225450.125,2.5794977919999997,0.5,0.015093427,-8.395025615,3.170467627,10.1,5.2,16.2,1.9,58,967.7,0.0,103.0,92.0,3.5780000000000003,309.0,424.0,85.0,359.0,2,27,3
28,116.1358331,98.34649218,140.9437148,116.1358331,116.1358331,4.2371420319999995,4.2371420319999995,4.2371420319999995,4.2371420319999995,4.2371420319999995,4.2371420319999995,0,0,0,120.37297520000001,0.797795435,1933.37,2.083087616,0,0.775034784,0.0,0.021966947,3.684771837,0.35714285700000004,53.57966846,258827.25,-63.250384200000006,1.5039682019999998,2.919504458,277123.25,2.629165395,0.428571429,0.012900751,0.9687712820000001,3.02636485,10.4,7.0,14.9,2.6,47,965.2,0.0,70.0,74.0,3.0189999999999997,220.0,413.0,65.0,290.0,2,28,4
29,113.5174251,88.51882541,134.1568164,113.5174251,113.5174251,-1.485268651,-1.485268651,-1.485268651,-1.485268651,-1.485268651,-1.485268651,0,0,0,112.0321564,1.923594284,2061.29,2.376418417,0,0.31346278899999996,0.0,0.071077429,3.765387014,0.28571428600000004,12.2637759,289323.625,-4.006071407,1.8096424519999998,0.07933589999999999,275690.375,2.815645667,0.35714285700000004,0.004519125,7.872062037999999,3.228264489,4.7,3.2,11.6,3.3,18,981.2,0.0,45.0,43.0,0.983,48.0,250.0,72.0,150.0,3,1,5
30,104.4973873,96.10581794,139.8292105,104.4973873,104.4973873,13.41389009,13.41389009,13.41389009,13.41389009,13.41389009,13.41389009,0,0,0,117.9112774,1.351997694,2085.6,2.395651542,0,0.073512649,0.0,-0.574608244,3.5460682219999997,0.214285714,0.774090205,217726.25,-0.397690773,2.396488116,2.460150921,201114.125,3.1969730339999995,1.0,0.002101895,6.599064825,3.02025777,6.5,1.9,13.0,2.5,31,983.6,0.0,77.0,62.0,1.3219999999999998,79.0,271.0,69.0,161.0,3,2,6
31,105.05430190000001,98.0375535,140.67225109999998,105.05430190000001,105.05430190000001,14.0027101,14.0027101,14.0027101,14.0027101,14.0027101,14.0027101,0,0,0,119.05701200000001,-0.46678013700000004,2160.51,2.4091776940000003,0,0.005085716,0.0,-0.506294676,3.7932509430000003,0.14285714300000002,24.36491418,185874.125,-0.36234184700000005,2.652223595,14.10973584,142436.625,3.21589582,0.9285714290000001,0.038009127999999996,5.850853334,2.93989179,11.1,3.7,18.9,2.7,29,979.6,0.0,46.0,65.0,1.608,91.0,290.0,94.0,170.0,3,3,7
32,102.22197879999999,64.06857794,106.49661100000002,102.22197879999999,102.22197879999999,-14.99484646,-14.99484646,-14.99484646,-14.99484646,-14.99484646,-14.99484646,0,0,0,87.22713232,-1.354910883,2411.63,1.727135022,0,2.3499999999999998e-33,0.0,-0.678233199,3.1929569360000003,0.071428571,74.67363184,133591.625,-0.489891577,2.610784598,35.22269825,88471.875,2.7085490360000004,0.857142857,0.10258106800000001,3.342114533,2.479754953,10.6,3.0,18.3,2.3,32,974.5,0.0,69.0,77.0,1.804,103.0,290.0,90.0,170.0,3,4,1
33,94.72709152,66.64667125,114.34361100000001,94.72709152,94.72709152,-5.342098059,-5.342098059,-5.342098059,-5.342098059,-5.342098059,-5.342098059,0,0,0,89.38499346,-1.8003634590000002,2682.52,1.6564686780000002,0,0.0,0.0,-0.7911198509999999,3.59917052,0.7857142859999999,167.0779505,-14585.5,-0.9766526590000001,2.924351849,67.45316163,20875.875,2.721212055,0.7857142859999999,0.190059859,-0.162573978,2.508351071,11.9,4.4,19.9,1.8,31,969.1,0.0,94.0,92.0,2.3480000000000003,162.0,347.0,85.0,212.0,3,5,2
34,93.62094104,73.66671282,119.43601540000002,93.62094104,93.62094104,2.598114655,2.598114655,2.598114655,2.598114655,2.598114655,2.598114655,0,0,0,96.2190557,-2.217901094,3060.04,1.969087464,0,0.0,0.0,-0.030161569,3.835965771,0.7142857140000001,276.83516910000003,-98682.625,-2.966257334,3.227128219,97.18996855,-28264.125,2.87043755,0.7142857140000001,0.253985685,-3.970872417,2.6577935719999997,16.2,8.5,23.4,3.5,26,970.6,0.0,61.0,71.0,1.818,122.0,371.0,83.0,230.0,3,6,3
35,90.12728264,69.17574831,120.4659189,90.12728264,90.12728264,3.9486928480000003,3.9486928480000003,3.9486928480000003,3.9486928480000003,3.9486928480000003,3.9486928480000003,0,0,0,94.07597548,-1.203391461,3541.99,1.993963348,0,0.0,0.0,-0.167347288,4.00834112,0.642857143,320.3468957,-204917.875,-0.312611692,3.720013652,98.81150147,-108563.125,2.8894526139999996,0.642857143,0.24552328899999998,-9.548177753,2.702318718,15.6,7.4,26.0,1.9,29,967.9,0.0,64.0,81.0,2.013,116.0,340.0,69.0,195.0,3,7,4
36,82.47495699,58.85604964,103.25195240000001,82.47495699,82.47495699,-1.67891058,-1.67891058,-1.67891058,-1.67891058,-1.67891058,-1.67891058,0,0,0,80.79604641,1.268238892,4071.58,2.013472865,0,0.0,0.0,-0.364095062,3.861111927,0.571428571,278.6783817,-235618.0,-0.12043760699999999,3.846622463,72.00688882,-112093.25,2.8767147960000004,0.571428571,0.17521624100000002,-11.88125747,2.677053304,19.8,12.1,30.3,2.3,27,960.5,0.0,66.0,91.0,2.178,97.0,256.0,89.0,153.0,3,8,5
37,80.85589023,76.64157001,120.1053936,80.85589023,80.85589023,17.91418663,17.91418663,17.91418663,17.91418663,17.91418663,17.91418663,0,0,0,98.77007686,3.026443799,4823.26,1.8929389840000002,0,0.0,0.0,-0.214104123,3.853618809,0.5,188.15718180000002,-266203.75,-0.543391109,3.749494472,33.68758093,-64206.75,2.840889831,0.5,0.08441023,-12.57455002,2.4998993080000003,17.5,12.2,23.4,3.6,26,961.3,0.0,34.0,62.0,1.6869999999999998,241.0,1020.0,53.0,500.0,3,9,6
38,75.33030866,70.70626234,108.397574,75.33030866,75.33030866,13.86101742,13.86101742,13.86101742,13.86101742,13.86101742,13.86101742,0,0,0,89.19132608,3.7627917039999996,5191.26,2.56624963,0,0.0,0.0,-0.8686370929999999,3.5121647260000004,1.0,109.98074209999999,-220033.25,-0.537208895,4.081880341000001,10.83181581,-4588.125,2.8051137,0.428571429,0.024262442999999998,-9.301719068999999,2.772765137,10.2,7.9,16.8,5.5,20,972.8,0.0,41.0,39.0,1.37,87.0,538.0,52.0,438.0,3,10,7
39,74.33211479,37.91369673,77.68722525,74.33211479,74.33211479,-16.97070967,-16.97070967,-16.97070967,-16.97070967,-16.97070967,-16.97070967,0,0,0,57.36140511,4.885677141,5248.5,2.668695681,0,0.0,0.0,0.229036238,3.453891573,0.9285714290000001,52.318789100000004,-192259.125,-0.468196094,3.7056267380000003,0.741561756,-6381.625,2.799693303,0.35714285700000004,0.000621776,-6.020282102,3.310539494,7.6,4.3,11.1,3.5,44,968.1,0.0,68.0,53.0,1.848,79.0,194.0,35.0,122.0,3,11,1
40,72.62251327,42.76659388,85.5279452,72.62251327,72.62251327,-7.097305766,-7.097305766,-7.097305766,-7.097305766,-7.097305766,-7.097305766,0,0,0,65.5252075,5.530820115,5220.42,2.575109776,0,0.0,0.0,-0.130308311,3.768213692,0.857142857,16.83053056,-150883.125,-0.318982279,3.6180712760000002,1.765856075,-41375.5,2.951700358,0.28571428600000004,0.006562563,-3.235512012,3.475741525,13.0,9.2,19.0,3.0,33,966.5,0.0,57.0,63.0,2.081,210.0,816.0,35.0,500.0,3,12,2
41,66.2630096,55.96702753,98.97722642,66.2630096,66.2630096,11.10719472,11.10719472,11.10719472,11.10719472,11.10719472,11.10719472,0,0,0,77.37020432,3.844411141,5331.78,2.339673836,0,0.0,0.0,-2.734566275,4.772192724,0.7857142859999999,1.092666785,-93179.75,-1.124058594,4.01523129,8.593684127000001,-27801.875,3.7551123910000004,0.214285714,0.022374281,-1.439373267,4.423402163,11.4,8.7,15.4,5.1,42,971.1,0.0,71.0,66.0,2.5469999999999997,265.0,817.0,30.0,500.0,3,13,3
42,70.32506664,50.79081197,92.91425658,70.32506664,70.32506664,0.9753656079999999,0.9753656079999999,0.9753656079999999,0.9753656079999999,0.9753656079999999,0.9753656079999999,0,0,0,71.30043225,0.6070465429999999,5306.5,2.309273546,0,0.0,0.0,0.235302278,5.449256209,0.7142857140000001,4.365018184,-71271.5,-0.7005025290000001,4.198928448,14.95431811,-38551.25,4.77581045,0.14285714300000002,0.03485239,0.182131278,4.748057808,8.9,6.4,11.9,4.2,53,974.2,0.0,56.0,53.0,2.367,119.0,224.0,51.0,156.0,3,14,4
43,68.92486142,46.11693509,86.98354176,68.92486142,68.92486142,-3.225382788,-3.225382788,-3.225382788,-3.225382788,-3.225382788,-3.225382788,0,0,0,65.69947863,-1.584543356,5226.1,2.3050527919999997,0,0.0,0.0,-0.017072038,5.333202023999999,0.642857143,18.41593701,-74862.25,-0.614962027,3.69416507,14.76286894,-71268.875,3.108346375,0.071428571,0.031255588,1.54821807,4.83838075,9.4,3.4,15.4,2.0,53,970.1,0.0,72.0,75.0,2.503,168.0,275.0,58.0,218.0,3,15,5
44,66.81124381,54.14261699,95.5677135,66.81124381,66.81124381,8.483154664,8.483154664,8.483154664,8.483154664,8.483154664,8.483154664,0,0,0,75.29439848,-2.110499536,5328.7,2.183839257,0,0.0,0.0,-0.12891291400000002,5.147566758,0.571428571,36.13106374,-64025.125,0.22378560100000003,4.080861693999999,16.05818231,-102596.5,3.3772873660000005,0.071428571,0.028490615,1.74172991,5.178325291,12.0,10.0,14.0,2.3,59,969.9,0.0,59.0,80.0,2.8160000000000003,202.0,307.0,29.0,252.0,3,16,6
45,67.80871216,60.31570827,102.49707579999999,67.80871216,67.80871216,13.80469405,13.80469405,13.80469405,13.80469405,13.80469405,13.80469405,0,0,0,81.61340621,-1.155394322,5355.7,2.2140031980000003,0,0.0,0.0,-0.38936097299999994,4.964092442,0.5,62.09049928,-29567.375,0.085848131,4.026711462,21.45540006,-113370.25,3.2714194510000003,0.571428571,0.02716955,2.789513777,5.237513845,15.2,9.7,23.3,3.0,51,967.6,0.0,48.0,63.0,2.4819999999999998,114.0,235.0,95.0,149.0,3,17,7
46,69.95469068,32.77708132,73.73512762,69.95469068,69.95469068,-16.77095208,-16.77095208,-16.77095208,-16.77095208,-16.77095208,-16.77095208,0,0,0,53.183738600000005,1.811816739,5541.38,2.1115369790000003,0,0.0,0.0,0.299717008,4.806892967,0.428571429,99.20082729,-38487.375,0.468035651,4.098313023,26.63074585,-102303.875,3.420831831,0.5,0.023195017999999998,3.542601433,5.564021655,17.6,10.8,25.5,2.2,26,961.0,0.0,37.0,82.0,2.312,67.0,265.0,68.0,158.0,3,18,1
