trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat,min_C_cwt_coefficients,max_C_abs_energy,max_C_fft_aggregated,max_C_number_crossing_m,daily_precipitation_spkt_welch_density,daily_precipitation_time_reversal_asymmetry_statistic,SO2_autocorrelation,SO2_cid_ce,SO2_last_location_of_minimum,SO2_spkt_welch_density,SO2_time_reversal_asymmetry_statistic,NO2_autocorrelation,NO2_cid_ce,NO2_spkt_welch_density,NO2_time_reversal_asymmetry_statistic,CO_cid_ce,CO_last_location_of_minimum,CO_spkt_welch_density,CO_time_reversal_asymmetry_statistic,PM2_5_cid_ce,ave_C,min_C,max_C,ave_ws,ave_rh,ave_hpa,daily_precipitation,SO2,NO2,CO,PM2_5,PM10,O38h,AQI,month,day,week
0.3190472,-0.030853506,-0.10338187,0.0,0.0,0.2555738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.28933832,1.798099,0.081359126,1.01883,0.0,1.1589401,-0.084155954,-0.010064704,0.25418246,0.41481978,0.3104078,0.08689253,0.38497937,-0.022391373,-0.17072552,1.2982668,-0.26336408,-2.0551884,-0.6476697,-5.653276,-0.5329089,4.209617,5.6635075,1.8460884,0.69644976,0.107964784,2.7699218,0.0,0.030447721,0.0034895015,0.49824795,0.26535544,0.027184803,0.4350698,-0.007140801,0.06298657,0.12433882,2.8507214
-0.0702539,-0.030853506,-0.13903809,0.0,0.0,-0.39715195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.32683283,0.6778512,0.11230359,0.6459157,0.0,1.6478626,-0.16963525,0.016096938,0.24506125,0.15439157,0.30177146,0.13506563,0.18779773,-0.024494411,-0.16502137,0.6219084,-0.5170945,-1.9221245,-1.0370553,-5.654096,0.7357996,-0.2200767,0.6910621,-0.34866336,-0.61801535,0.14552188,2.9021142,0.0,0.030447721,0.0034895015,0.121778645,0.2396128,-0.018560272,0.27240026,0.026990512,0.06298657,0.106093414,4.35234
-0.00033298275,-0.030853506,-0.13482988,0.0,0.0,1.0616815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.21569814,0.45651302,0.11230359,1.1786903,0.0,1.3707124,-0.16963525,0.016096938,0.21782556,-0.3824265,-0.1598765,0.08851153,-0.15267317,-0.028021665,-0.26829433,1.0286779,-0.40354404,-1.9087154,-0.48964036,-5.8740387,0.5869939,-0.28064275,5.65828,-0.21876684,-1.373774,0.009104196,2.91755,0.0,0.030447721,0.0034895015,0.10647626,0.2136058,-0.018560272,0.27240026,0.026990512,0.07432943,-0.25503558,3.131609
-0.0702539,-0.01158857,-0.09282677,0.0,0.0,0.21882766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3269794,0.026149476,0.1119326,0.18849516,0.0,0.81812954,0.041510884,-0.01749358,0.5039171,-0.3549383,-0.45465443,-0.068291456,-0.22306867,0.15445475,-0.04746861,0.20553045,-1.8832896,-2.1339655,0.3532007,-6.330307,0.7034033,-0.38310194,-1.0510973,-0.35772306,-1.0409666,-0.019134592,-0.8752442,0.0,0.030447721,0.0034895015,0.00796629,0.48303983,-0.039184157,0.09268426,0.030158678,0.07432943,-0.21732762,-4.249455
-0.007458957,-0.01158857,-0.02073084,0.0,0.0,0.3718041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3269794,-0.43589985,0.0858719,-0.5586013,0.0,-0.4471407,0.034959223,0.03714543,0.5539568,-0.1833965,-0.45465443,-0.10871707,-0.3093015,0.20751974,-0.024627713,-0.17535816,-3.811897,-2.1972885,0.17430174,-3.5330706,-0.34003457,-0.7780126,-1.2053355,-0.5433649,0.29646266,0.093057044,-0.39567792,0.0,0.017833594,0.0034895015,-0.19082072,0.41214618,-0.039184157,0.086514674,-0.0021361671,0.50077814,-0.24120514,-15.125086
-0.069780685,-0.01158857,0.006384872,0.0,0.0,-0.41947946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25259477,-0.42716953,0.08143673,-0.07056221,0.0,-1.8915032,0.041510884,-0.010064704,0.07550511,-0.22865339,-0.41391265,0.15156849,-0.02121048,-0.023062557,-0.06548883,-0.33740968,-0.5520114,-2.0428314,-1.6021913,-6.3113604,-0.83098346,-0.0785434,-0.5854392,-0.41073042,-1.1939023,-0.06454746,-1.1676036,0.0,0.030447721,0.002404927,0.0786606,0.1706333,-0.039184157,0.13482004,-0.0021361671,0.07432943,0.031554725,4.1037254
-0.069780685,-0.01158857,-0.008038879,0.0,0.0,0.7758705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3269794,1.6167694,0.10048825,0.23221762,0.0,-1.0664761,0.03271391,0.016096938,0.15803981,-0.22865339,-0.41391265,0.17254345,-0.0002940502,0.06378607,-0.043919723,-1.1153961,-0.6447954,-1.8636525,-0.53161573,-6.1001854,0.81564575,-0.2885517,-0.47733462,-0.35079396,-0.6651896,0.14552188,-0.9359449,0.0,0.030447721,0.002404927,-0.06957489,0.20308314,-0.039184157,0.10330026,-0.0021361671,0.06298657,-0.31844616,3.7194195
-0.07350848,-0.01158857,-0.101126395,0.0,0.0,-1.1583678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3269794,4.514049,0.10018844,0.13884918,0.0,-0.8842973,0.03271391,0.02947993,-0.28253034,-0.22865339,-0.6543795,-1.1949297,-0.024892095,0.059422217,-0.030413719,-1.4401106,-0.717726,0.25744164,0.23259231,-0.9595997,-0.0059142644,-1.3501072,0.3789508,-0.30723488,0.22185023,0.062682174,-1.0087395,0.0,0.030447721,0.013330634,0.14782928,0.15473397,-0.10682131,0.086514674,-0.0021361671,0.06849042,-0.27645487,3.8757818
0.0064981133,-0.01158857,-0.06706998,0.0,0.0,1.6559584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.100881025,6.5549364,0.103813544,1.2363183,0.0,1.4969642,0.03271391,-0.010765436,0.5066315,0.41669905,0.026675785,0.107994914,-0.4585597,0.4859515,0.047605973,-0.48141462,-0.70074683,1.4338847,0.4265958,0.6929184,-0.00085061113,-0.6020191,0.7076785,-0.27768755,0.22827454,0.033440292,-0.92900354,0.0,0.07581921,0.013330634,0.56514925,0.30004498,-0.09463234,0.086514674,0.030158678,0.06849042,0.14256613,4.5388565
0.26646686,-0.01158857,-0.14720348,0.0,0.0,1.2645679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.038989235,7.4852266,0.09772746,2.0306256,0.0,1.5998247,0.03271391,-0.12629215,-0.32144445,0.11706678,0.016037507,-0.5809628,-0.59010786,0.104680076,-1.2496085,-0.19293405,-0.40034544,1.3812176,-0.46542358,3.614159,0.91800773,-0.29924047,0.3254127,1.0202662,0.19933854,0.042737007,2.3949938,0.0,0.07581921,-0.024439497,-0.6799749,-0.47439495,-0.09463234,0.9124362,0.062370904,0.06849042,-0.843443,4.7082763
-0.08424341,-0.01158857,-0.11340621,0.0,0.0,-0.10689671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.038989235,5.541147,0.099007085,1.1078658,0.0,1.0154113,0.03271391,-0.009829331,-0.32753688,0.122077875,0.016038986,-0.5928121,-0.24141224,0.050566837,-0.04220302,-0.14246903,-1.6908226,-1.2260407,-0.5886764,4.7082653,1.0311499,-0.4443375,-0.77014846,-0.17043081,0.6253244,0.033813912,1.251308,0.0,0.07581921,0.013330634,-1.566698,0.39387026,-0.19817434,0.9124362,0.026990512,0.06849042,-0.82660127,-3.5771632
-0.014112622,-0.01158857,-0.027816813,0.0,0.0,-0.34614614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.063386545,3.149405,0.07185776,-0.14964871,0.0,0.70215356,0.026162244,-0.056875236,-0.6026595,0.3594432,0.04275209,-0.8515071,-0.38083506,0.08616506,-0.011700088,-0.44788963,-3.654437,-0.8167405,0.45114124,0.11124628,-0.8910438,-1.014408,-0.8416071,-0.45725432,0.30598933,0.08149536,0.7308939,0.0,0.029942151,0.013330634,0.7562383,0.41211194,-0.049386404,0.09268426,0.026990512,0.58147925,-0.6004292,-20.671743
0.0049452167,-0.01158857,-0.08490519,0.0,0.0,-0.23819686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.100881025,4.237815,0.10661014,1.4961686,0.0,1.2996786,0.041510884,0.018082349,0.05180516,0.3654739,-0.12263815,-1.3590727,-0.024892095,-0.025518157,-0.07176023,0.6884042,-0.2854785,-0.75758666,1.5894264,0.81006515,1.1850171,-0.2152659,0.6795821,-0.32770404,0.6317866,0.06145357,-0.73467153,0.0,0.07581921,0.0065874076,0.8241714,0.2396128,-0.049386404,0.06445082,0.026990512,0.0490045,-0.607812,5.7741027
0.09160548,-0.01158857,-0.11691574,0.0,0.0,0.86555797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3269794,3.7491586,0.10996534,0.5050875,0.0,1.0720912,0.041510884,0.0124858245,0.088348076,-0.23366395,0.32175353,0.32122883,-0.52575475,0.5006573,0.44236642,1.962149,-0.29077986,-0.9489534,2.1705103,0.5678525,1.146706,-0.45309824,-0.18855079,-0.32747447,0.65543664,0.029773705,-0.89086986,0.0,0.07581921,0.002404927,0.3628672,0.21616538,-0.037197433,0.086514674,0.030158678,0.0490045,-0.59411305,4.9472394
0.013151778,-0.01158857,-0.22884336,0.0,0.0,0.32835746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4519388,3.9686558,0.10996534,1.0973536,0.0,1.1646876,0.041510884,-0.010064704,-0.1931286,-0.23688152,0.38490674,0.14114644,-0.97036356,-0.17184462,0.4062556,0.050491255,-0.3543081,-0.86112446,0.15665978,0.2892722,1.1610718,-0.48018524,-0.1359154,-0.33885065,0.5170522,0.029773705,-0.8693093,0.0,0.07581921,0.0034895015,0.6322742,0.21616538,-0.037197433,0.086514674,0.030158678,0.0490045,-0.5589612,4.942864
-0.076448895,-0.01158857,-0.22884336,0.0,0.0,0.30550236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4519388,1.9337916,0.11200378,1.7308033,0.0,1.0979004,0.041510884,-0.010064704,-0.18200357,-0.1788325,0.39413655,0.1782944,0.11983593,0.004132672,0.42689106,-3.8418493,-0.44097406,-0.87979543,0.11814648,-1.2190863,0.525791,-0.4618979,0.29225042,-0.17637594,0.67274076,0.059015583,-0.8198064,0.0,0.030447721,0.0034895015,0.7276706,0.2396128,-0.049386404,0.086514674,0.15813209,0.0490045,0.11827176,4.5010586
0.0020048036,-0.01158857,-0.14223547,0.0,0.0,0.66642195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.41444433,0.5873942,0.11178788,1.8275557,0.0,1.019403,0.041510884,-0.010064704,-0.3218542,-0.1788325,0.39413655,0.27354518,0.12512656,-0.05071995,0.3954792,-1.2977918,-0.38744053,-1.1987367,0.19259754,-3.0609064,0.35004488,-0.63780576,-0.9416944,-0.17637594,0.67274076,0.013787949,-0.8198064,0.0,0.030447721,0.0034895015,0.22492819,0.21661355,-0.049386404,0.086514674,-0.07377633,0.0490045,0.2594586,4.0812926
-0.06685482,-0.01158857,-0.118146494,0.0,0.0,-1.564388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4519388,0.72305095,0.11200378,0.094019234,0.0,0.6684578,0.041510884,-0.01749358,-0.35610688,-0.14530814,0.053127673,0.0058657564,-0.2795912,-0.1638083,-0.24134362,0.016142432,-2.413293,-0.018416123,-0.936151,-6.4027042,-0.015336537,-1.4947008,-1.3316163,-0.3306025,0.17997533,0.022161704,-0.91196185,0.0,0.030447721,0.0034895015,0.40944645,0.24824925,-0.10682131,0.10330026,-0.20116684,0.06849042,0.14902116,-4.2452135
-0.007458957,-0.01158857,-0.05922796,0.0,0.0,-1.4593786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.41444433,3.1133053,0.08367309,-0.38367742,0.0,0.4903032,0.034959223,0.021287922,-0.48084968,-0.022746598,-0.67961484,0.32658726,-0.15742768,-0.14366752,0.003930934,1.1651208,-3.8759396,0.75992775,0.22649604,-0.48016632,-1.2639952,-1.7004993,-0.99286604,-0.50669825,0.07359572,0.08131475,-0.4107581,0.0,0.017833594,-0.00639742,-0.9393738,0.49599156,-0.10682131,0.09972098,-0.20116684,0.58147925,0.08215462,-18.505087
0.20203145,0.01158857,0.03902898,0.0,0.0,0.52521825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7141745,5.7335167,0.10995196,0.8314744,0.0,1.2081647,0.041510884,-0.019741368,-0.15763313,0.19789809,0.074293345,0.20871,0.13288034,0.01363797,-0.29456505,2.359332,-0.40575665,1.501718,-0.49050236,0.2896533,0.88337463,0.03847491,-0.0955176,2.051077,0.21615875,0.0695409,-0.96202826,0.0,0.07581921,0.002404927,0.71236587,0.36841977,-0.002054412,0.12872772,0.062370904,0.06301395,-0.0074482113,5.6115117
-0.06962427,0.01158857,-0.079018705,0.0,0.0,1.9023316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67668,5.781718,0.11230359,0.96113497,0.0,1.170369,0.041510884,-0.010064704,-0.12752567,-0.052328207,0.05741925,0.17913716,0.0698172,0.0066505084,-0.061612733,1.5198735,-0.41447425,1.2124872,0.038143016,0.5496675,0.9583502,-0.59365207,-0.07975366,-0.31298855,0.2283227,0.07865974,-0.9342663,0.0,0.07581921,0.002404927,0.601378,0.32349244,-0.048812572,0.09720793,-0.20116684,0.06298657,0.29166627,4.8411217
