trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat,min_C_cwt_coefficients,max_C_abs_energy,max_C_fft_aggregated,max_C_number_crossing_m,daily_precipitation_spkt_welch_density,daily_precipitation_time_reversal_asymmetry_statistic,SO2_autocorrelation,SO2_cid_ce,SO2_last_location_of_minimum,SO2_spkt_welch_density,SO2_time_reversal_asymmetry_statistic,NO2_autocorrelation,NO2_cid_ce,NO2_spkt_welch_density,NO2_time_reversal_asymmetry_statistic,CO_cid_ce,CO_last_location_of_minimum,CO_spkt_welch_density,CO_time_reversal_asymmetry_statistic,PM2_5_cid_ce,ave_C,min_C,max_C,ave_ws,ave_rh,ave_hpa,daily_precipitation,SO2,NO2,CO,PM2_5,PM10,O38h,AQI,month,day,week
-0.015544329,-0.01158857,-0.10534143,0.0,0.0,-1.4013109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4519388,3.7494087,0.08509099,0.7030556,0.0,1.2689317,0.034213874,0.016096938,0.27705422,-0.26420397,-0.15052384,0.056923706,-0.9894864,-0.17102072,0.018456856,1.403653,0.0006250194,-0.02447612,0.5526384,0.51148224,-1.1404347,-1.369677,-0.17567083,-0.21407022,0.18418494,0.05167918,-0.94050777,0.0,0.07581921,0.0034895015,-0.006722125,-0.025376782,-0.078971766,0.09972098,-0.20116684,0.06298657,0.61005193,3.7420528
0.12219463,0.01158857,-0.096063636,0.0,0.0,1.032261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4519388,5.0929713,0.086830385,0.74327505,0.0,1.3272575,0.034213874,-0.010064704,0.1784928,-0.304417,0.034537915,0.10246885,-0.3655246,-0.028061349,-0.017547319,1.4161934,0.645293,1.0512654,0.5505873,0.480625,-1.1570623,-0.2905084,-0.13911535,-0.31990242,0.18418494,0.071624346,-0.94050777,0.0,0.07581921,0.0034895015,-0.0013514338,0.23031424,-0.048812572,0.09362865,0.030158678,0.06298657,0.53837276,3.0338366
0.11410351,0.01158857,-0.34477964,0.0,0.0,2.044646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67668,5.226888,0.086830385,1.0029374,0.0,1.3992726,0.034213874,-0.010064704,0.3748,-0.07590752,0.05741925,0.10605477,0.19500805,0.0066505084,-0.04163577,0.9595727,-0.30630434,0.7799581,0.61622465,0.54108346,-1.1482229,-0.62417156,0.24219465,-0.08763382,0.30607566,0.071624346,-0.8169586,0.0,0.07581921,0.0034895015,0.026185244,0.26006827,-0.048812572,0.09720793,0.030158678,0.06298657,0.5194091,3.8131118
0.035649825,-0.01158857,-0.10210456,0.0,0.0,-1.4745419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4519388,1.8506813,0.086830385,1.822757,0.0,0.77683,0.034213874,-0.01749358,0.22977316,-0.1726306,-0.19914034,-0.26723137,0.68310696,-0.14366752,-0.04746861,-2.9143465,-0.9120353,-0.14207575,0.6724099,0.05873818,-0.95565474,-1.4267037,-0.5297776,-0.09649244,0.25772828,0.043385554,-0.63788205,0.0,0.07581921,0.0034895015,0.13480648,0.5034952,-0.048812572,0.09972098,0.15813209,0.06298657,0.5170925,-3.8031816
0.02555662,-0.01158857,-0.030008659,0.0,0.0,-0.46475473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4519388,-0.70485455,0.07880389,-1.0858495,0.0,0.51563734,0.031599086,-0.01749358,0.681515,-0.16089806,-0.008112412,-0.17797196,-0.18492867,-0.1401006,0.005977193,-2.3724432,-3.6997166,-1.0136546,0.601843,-0.006790269,0.053471956,-0.8693209,-0.7182598,-0.20613396,0.095157124,0.093057044,-0.31752935,0.0,0.029942151,0.0034895015,0.018212363,0.4486759,-0.039184157,0.08902017,-0.07377633,0.50077814,0.10224353,-15.500384
0.18518378,0.01158857,0.11835,0.0,0.0,1.2324023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7141745,3.8616009,0.08477857,2.1345973,0.0,1.3644047,0.034213874,-0.010064704,0.31665224,-0.07590752,-0.43992943,0.12890767,0.28616852,0.05666658,-0.07280069,-2.8022285,0.12044954,1.847843,0.5711698,0.33069003,-1.0075403,-0.33315802,0.24487352,-0.14665772,0.30607566,0.071624346,-0.7537383,0.0,0.07581921,0.002404927,0.27529824,0.28692847,-0.048812572,0.07477382,0.22447564,0.057510097,0.47473675,4.0731535
0.1145569,0.01158857,0.14669259,0.0,0.0,-0.29047918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43148735,-0.04258872,0.13768849,1.4897673,0.0,1.1724977,0.07073113,-0.010064704,0.0079181,0.21070595,0.673786,0.29706407,0.15339085,0.033296984,-0.26354182,0.88818365,-0.2436176,0.49468845,0.70935667,0.5315347,-1.3066438,-0.47971267,-1.3386687,-0.22482252,0.1968289,0.051503632,-0.82165086,0.0,0.07581921,0.002404927,0.43842024,0.4500976,-0.037292793,0.10527727,0.016191429,0.057510097,0.4712597,3.5913763
-0.032838415,-0.01158857,-0.1900083,0.0,0.0,-0.02137871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.063386545,-2.2591765,0.16470869,0.9320522,0.0,1.331402,0.077954605,-0.010064704,-0.05236311,0.53922874,0.7748641,0.15368868,0.38223714,-0.011827985,-0.124665774,0.54721564,-0.27565226,0.12056783,0.47446355,0.0763833,-1.3857629,-0.47324443,-0.072937086,-0.2007849,0.058947716,0.10536919,-0.8169586,0.0,0.07581921,0.0034895015,0.4883887,0.22727071,-0.037292793,0.086885475,0.016191429,0.06298657,0.5348957,3.352709
-0.017993927,0.01158857,0.30131584,0.0,0.0,0.46707642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4517112,-2.7463791,0.17308696,1.0404704,0.0,1.3342638,0.077954605,-0.010064704,-0.12201697,-0.2513,0.38404056,0.1597939,0.32766634,-0.020579169,-0.124665774,0.3352913,0.12549412,0.18593463,0.4743311,0.08022649,-1.3670056,-0.37957457,-0.17398237,-0.22991188,0.092066765,0.10536919,-0.859499,0.0,0.07581921,0.0034895015,0.11052037,0.26383469,-0.037292793,0.096678205,0.016191429,0.057510097,0.5470508,2.9876292
-0.008013432,0.01158857,0.30131584,0.0,0.0,0.46707642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4517112,-2.6201174,0.17308696,0.47153538,0.0,1.3342638,0.077954605,-0.010064704,-0.12710337,-0.2542411,0.38404056,0.16178037,0.15224276,-0.020579169,-0.22814435,0.31259468,0.09988662,0.13065097,0.4444942,0.07831434,-1.3754686,-0.37957457,-0.17790283,-0.21790071,0.20883012,0.10536919,-0.93229353,0.0,0.07581921,0.0034895015,0.058570035,0.26383469,-0.037292793,0.096678205,0.003645864,0.057510097,0.48846716,2.7995543
-0.02285792,-0.01158857,-0.018210528,0.0,0.0,-0.116643876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.100881025,0.7947936,0.1480316,0.8479506,0.0,0.74588877,0.07073113,0.03714543,-0.04989771,0.108272955,0.23862827,-0.036932558,-0.09153418,-0.14362785,-0.20476332,0.61158663,-0.9065913,0.049664393,0.6609028,0.2798974,-1.0570011,-0.54740536,-0.9375075,-0.17914829,0.17218605,0.05856235,-0.7057945,0.0,0.07581921,0.0034895015,0.34187737,0.50726163,-0.037292793,0.08902017,0.016191429,0.06298657,0.47399545,-4.2849517
-0.032951124,-0.01158857,-0.036665566,0.0,0.0,-1.34021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.28948492,2.4441862,0.07880389,-0.3912487,0.0,0.6007325,0.031599086,-0.028444756,-0.2184954,-0.1833965,-0.67961484,0.040075734,-0.09714563,-0.15965876,-0.2462923,0.122076735,-1.052179,0.5126325,0.42058548,0.08769837,0.22266664,-1.5083658,-1.4850818,-0.28314686,-0.026706353,0.13417548,-0.36540365,0.0,0.029942151,0.0034895015,0.6278432,0.49599156,-0.048812572,0.086514674,0.096502215,0.50077814,0.077449,-14.1657295
-0.032968923,0.01158857,-0.17360839,0.0,0.0,0.43226758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.061242785,5.8467855,0.08477857,0.62048566,0.0,1.707892,0.034213874,-0.019741368,0.27203184,-0.03938611,0.06629658,0.21735056,0.05442611,0.01436492,-0.565319,0.8501768,0.5856326,1.1515399,-0.54867697,0.54039735,-1.2695366,0.007407571,-0.16900559,-0.25203818,0.16191863,0.06936303,-0.9415399,0.0,0.07581921,0.002404927,0.61642486,0.48000136,-0.002054412,0.10527727,0.062370904,0.057510097,0.36512464,3.8777363
-0.032968923,0.01158857,-0.30723628,0.0,0.0,-0.3413569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2862097,5.591193,0.10801057,1.1508023,0.0,2.062772,0.041510884,-0.008790192,0.294407,-0.03938611,0.0600889,0.35832414,0.16393194,0.03355698,-0.075697824,1.8138119,-1.3407251,-1.5296947,1.9536145,0.7799692,0.8178304,-0.42461604,-0.20790045,-0.25791112,0.64249927,-0.062286146,-0.793372,0.0,0.07581921,0.002404927,0.31168813,0.096533686,-0.018560272,0.07477382,0.062370904,0.043877006,-0.12581909,3.1586225
-0.020232435,-0.0005960935,0.08156446,0.0,0.0,-0.086081736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.34005967,3.3898737,0.11230359,1.5591816,0.0,1.845187,0.041510884,-0.008790192,0.35777548,-0.08378387,0.02627426,0.2756545,0.14337327,-0.024494411,-0.04453291,2.2385168,-1.2437222,-0.9336663,2.0894575,0.7958467,0.8103227,-0.5558423,-0.18051435,-0.18430111,-1.1943766,0.00684288,-0.8128191,0.0,0.07581921,0.0034895015,0.22321792,0.1727321,-0.039184157,0.08902017,-0.0039726356,0.05777722,-0.09534109,3.176822
-0.020232435,0.01158857,0.08672319,0.0,0.0,1.7348208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59865946,6.885562,0.11267405,1.2260963,0.0,1.8238332,0.041510884,-0.010064704,0.028017115,0.30200064,0.051064137,0.25048852,0.1656233,-0.024494411,-0.43979228,2.2972093,-1.2629867,2.2270646,2.4810133,0.74849623,1.1140391,-0.5472819,-0.115174025,-0.1575743,-0.7341858,0.071624346,-0.8343797,0.0,0.07581921,0.0034895015,0.31647202,0.24304701,-0.048812572,0.082927845,0.062370904,0.05777722,0.028075505,3.0112784
-0.005387947,0.01158857,0.33247072,0.0,0.0,0.492455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67668,-0.24124406,0.17646506,1.395438,0.0,1.0881842,0.07802814,-0.010064704,0.038335662,-0.0692789,-0.11357738,0.26658908,0.17091393,-0.028061349,0.93255866,1.6984407,0.9117453,0.49468845,2.3376122,0.5791273,0.81407326,-0.3676026,-0.04536469,-0.18060386,-0.18588391,0.09673127,-0.81725097,0.0,0.07581921,0.0034895015,0.27681664,0.23408066,-0.037292793,0.09362865,0.016191429,0.04643436,0.11802339,2.8956463
-0.025124867,-0.01158857,-0.22572555,0.0,0.0,-0.08064343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4519388,-1.8034971,0.1639339,0.6007643,0.0,0.692822,0.077954605,-0.01749358,0.3673472,-0.6310587,-0.20811267,-0.13015305,-0.9454332,-0.2617397,1.136439,-0.44583786,1.8148073,0.21370707,1.0240905,-0.006104585,-1.0873922,-0.55672634,-0.78899014,-0.17800857,0.28078926,0.047888517,-0.754203,0.0,0.07581921,0.0034895015,0.012937549,0.24586895,-0.025103824,0.086885475,0.016191429,0.04643436,0.47341824,-3.448541
-0.030325633,-0.01158857,-0.14836492,0.0,0.0,-0.058515705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4519388,-1.4205242,0.15264128,0.36626518,0.0,0.19907722,0.071442604,-0.056875236,0.505439,-0.6193261,-0.19751516,-0.80603456,-0.03543421,-0.013606278,0.32253125,1.5003825,2.940358,0.22944611,2.1090865,-0.12930351,0.21437985,-0.6526753,-0.6575151,-0.3318147,-0.38853794,-0.6496898,-0.33332282,0.0,0.029942151,0.013330634,-0.029978137,0.2197782,-0.037292793,0.086885475,0.016191429,0.26621774,0.29134113,-10.949194
-0.12462153,0.01158857,-0.30660877,0.0,0.0,-0.8317244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62425786,-1.8400776,0.18832569,1.6506394,0.0,-1.6226256,0.1078628,-0.014788114,0.29375264,-0.02990497,-0.11957356,-0.8382883,0.18415914,0.35368824,1.4114825,1.7322851,1.1568178,0.11794239,2.2248032,0.07086051,1.404034,0.64799774,0.42495695,-0.11193187,-0.40985185,0.09253407,-0.71739537,0.0,0.07581921,0.0065874076,-0.00044379104,0.3878937,-0.037292793,0.060787916,0.016191429,0.032554775,-0.93787056,5.560717
-0.12462153,0.01158857,-1.0167191,0.0,0.0,-0.83428085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2862097,-2.7855167,0.17852753,1.3803587,0.0,-2.3378437,0.1078628,-0.014788114,0.19695625,-0.02990497,-0.13520895,-1.3268925,0.015207678,0.12516995,0.40892017,-0.10798661,1.1960387,-0.31068805,-0.37981895,0.0022582337,1.4064041,-0.4254981,0.34818548,-0.32149976,-0.24835843,0.09253407,-0.5581998,0.0,0.07581921,0.0065874076,-0.009799059,0.08886841,-0.037292793,0.1252571,0.003645864,0.034845006,-0.93787056,2.1550214
0.021258712,-0.01158857,-0.11843616,0.0,0.0,-0.02671139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3269794,-1.946226,0.19018193,0.9623043,0.0,-2.061692,0.1078628,0.02947993,0.08912311,-0.17511413,0.052537937,-1.2031456,0.07504645,0.0009170249,-0.27257705,0.16332613,0.24411675,-0.4326888,0.29874283,0.0191795,1.6666757,-0.5035023,0.4391142,-0.25769427,0.15938902,0.11477644,-0.5467524,0.0,0.07581921,0.013330634,0.21059519,0.2313848,-0.037292793,0.086885475,0.016191429,0.04032148,-0.9967182,2.651692
0.11548556,0.01158857,-0.6320101,0.0,0.0,0.5806152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.56835616,-2.7652745,0.19018193,0.9707102,0.0,-1.5030531,0.1078628,0.037997514,0.116891496,-0.09509613,0.0742203,-2.364782,0.13320625,0.006775194,-0.3605022,0.058139462,0.85454583,0.10561752,-0.39348394,-0.020405687,1.7628909,-0.54633754,-1.9794276,-0.40566438,0.045964856,-0.05858751,-0.7870768,0.0,0.07581921,0.013330634,0.2953512,0.20163079,-0.037292793,0.096678205,0.016191429,0.04032148,-0.99959934,2.0674992
-0.08098882,-0.01158857,-0.091851145,0.0,0.0,0.45530027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.063386545,-2.7142634,0.18727982,1.3607423,0.0,1.1791697,0.1078628,0.02947993,0.22356237,0.44597933,0.050270822,-1.2184979,0.10007197,0.002597658,-0.1691058,0.54467916,0.93469316,-0.0018427633,-0.43510538,0.05317574,1.7488321,-0.39903125,0.73869604,-0.28324375,0.05238917,0.11477644,-0.8404406,0.0,-0.19902545,-0.024439497,0.1384874,-0.18744674,-0.021802612,0.10277053,0.003645864,0.04032148,-1.0035268,2.3211753
-0.0702539,-0.01158857,-0.061652,0.0,0.0,0.19750601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.41444433,-0.07784571,0.17060271,0.22200833,0.0,0.75727683,0.07802814,-0.0067521995,0.28677112,-0.48384106,0.0034406222,-0.24435988,0.35342547,-0.1401006,1.1558685,0.8211337,1.5274193,0.18425249,0.47080734,0.25224873,1.3708663,-0.5163981,-0.742318,-0.2630067,0.18176289,0.07058578,-0.89056885,0.0,-0.19902545,0.0034895015,0.14331539,-0.011880204,-0.021802612,0.08902017,0.003645864,0.04032148,-1.4307752,-3.5741997
-0.007458957,-0.01158857,-0.02073084,0.0,0.0,-1.4570372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.41444433,3.1998408,0.08249173,0.11942975,0.0,0.5694964,0.034959223,0.03714543,0.04535568,-0.016111424,-0.22675239,-0.32586828,0.63134384,-0.1401006,0.33661819,0.32673714,-0.7575899,0.6909921,0.36814412,0.016825289,-1.0790058,-1.582051,-0.9613494,-0.42282847,0.2382645,0.09124488,-0.38053444,0.0,0.029942151,0.0034895015,0.2720783,0.47227016,-0.051398814,0.08902017,0.062370904,0.36734685,0.09362615,-16.738565
-0.007891541,0.01158857,0.07253444,0.0,0.0,0.15561764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7141745,2.860647,0.1087706,1.3063341,0.0,1.2479172,0.041510884,0.016096938,-0.084256895,-0.05025462,0.061831236,0.26014325,0.11190723,0.05666658,0.479412,0.56842875,0.41379145,-1.383161,0.40092102,0.5312522,0.38919333,-0.21598718,-0.91863406,-0.17882885,0.56187457,0.016049266,-0.9292158,0.0,-0.19902545,0.002404927,0.30631742,0.17610534,-0.19817434,0.07477382,0.011373675,0.04582533,0.27842224,4.887186
-0.007891541,0.01158857,0.30488753,0.0,0.0,0.119105704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7141745,4.7989297,0.11065296,1.661707,0.0,1.7696354,0.041510884,-0.010064704,-0.10947358,0.46875134,0.3074213,0.17558296,0.0847242,0.05666658,0.690121,1.0556492,0.4254349,-0.82266015,0.38721493,0.52675205,0.3964566,-0.44777787,0.2657128,-0.06966107,0.60867476,0.059015583,2.6639066,0.0,-0.19902545,-0.0044090333,0.83679026,-0.17092705,0.11137239,0.080943406,0.062370904,0.040348854,0.25566036,4.9894705
-0.076448895,-0.01158857,-0.25776142,0.0,0.0,0.0258302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.28466794,-0.8783948,0.18750279,1.3418394,0.0,1.3627473,0.1078628,0.0124858245,-0.054385446,-0.110975556,-0.15897292,0.1435685,0.07048611,-0.052465115,-0.2640314,-1.0316283,-0.38834208,-0.8487947,0.20813872,-0.29134068,0.38938424,-0.37971368,0.2751398,-0.10671609,0.04761956,0.08058886,0.6817006,0.0,-0.19902545,0.0034895015,0.43933678,0.056210116,-0.17036904,0.08690804,-0.0083779935,0.04582533,0.0030634124,4.602654
-0.087183826,-0.01158857,-0.023345307,0.0,0.0,0.048783697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.41444433,-0.7087452,0.18945949,1.9283941,0.0,1.1367029,0.07802814,-0.008790192,-0.046433017,-0.110975556,0.07242286,0.11054511,0.109490335,0.014512506,-0.24947512,-1.2435797,-0.3637547,-0.2808134,-0.16155572,-0.2453595,0.4635864,-0.38762262,0.30821693,-0.17655414,-0.3738588,0.07691775,-0.6269796,0.0,0.07581921,0.0034895015,0.29940072,0.22078304,-0.021581113,0.086885475,-0.0083779935,0.057168186,-0.008352154,4.531375
-0.07758974,-0.01158857,-0.023345307,0.0,0.0,0.29518798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.41444433,-2.1466455,0.18945949,1.2887588,0.0,1.1416373,0.1078628,-0.019741368,-0.067101955,-0.1485604,0.08006331,0.13861176,0.18186542,0.018690042,-0.48291153,0.56974965,-0.3637547,-0.23031603,-0.17737569,-0.21650983,0.50928664,-0.35807496,-0.09227638,-0.2537783,0.22858164,0.08058886,-0.92504084,0.0,0.07581921,0.0034895015,0.52138025,0.15336974,-0.021581113,0.086885475,0.0004776992,0.04582533,0.19428344,4.396793
-0.07758974,-0.01158857,-0.020108437,0.0,0.0,0.22811756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.41444433,-2.24375,0.1865201,0.54849035,0.0,0.64827234,0.1078628,0.03714543,-0.3362459,-0.30139902,-0.034355503,-0.13979071,-0.20329656,-0.014090288,-0.092827156,0.55633914,-1.9804502,-0.22552912,-1.6233039,-0.30248782,0.43363714,-0.7358568,-1.4069132,-0.2925453,0.122120544,0.03320967,-0.90991974,0.0,-0.19902545,0.0034895015,0.30452693,0.21957736,0.024163961,0.086885475,0.003645864,0.04582533,0.21036701,-4.571383
-0.018193902,-0.01158857,-0.11366635,0.0,0.0,-0.046494134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.41444433,-1.4326882,0.14365621,-0.009479164,0.0,0.46819842,0.07981084,-0.01749358,-0.36293155,-0.2896665,-0.5393446,-0.1530796,0.74123555,-0.014090288,-0.07692733,0.66257024,-4.114197,-0.18209447,-0.855555,-0.26932386,-2.112853,-1.011628,-1.6282291,-0.43284625,0.21301526,0.14277828,-0.34314024,0.0,0.029942151,0.0034895015,0.45200822,-1.3916342,0.024163961,0.086885475,0.003645864,0.36734685,0.13172597,-18.720848
-0.059727937,0.01158857,-0.68891203,0.0,0.0,0.5935962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.655821,-1.8314998,0.18798171,1.0688263,0.0,1.0610204,0.1078628,-0.021015879,-0.22837456,-0.11489525,-0.44123486,0.27647957,0.16152968,0.018690042,-0.48291153,0.7318034,-0.38173923,-0.45611018,-0.57582015,-0.26079887,0.55397683,-1.1732439,-1.4784192,-0.2537783,0.22858164,0.028676173,-0.5824022,0.0,0.07581921,0.002404927,0.6346276,-0.023849592,-0.02551916,0.08079315,0.0004776992,0.04582533,0.15063864,5.468185
0.0069832415,0.01158857,0.18134245,0.0,0.0,-0.8328769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32490632,-2.1242044,0.17626874,0.665925,0.0,1.2590363,0.1078628,-0.008790192,-0.03813047,-0.022093216,-0.3935763,0.3058152,-0.96977806,0.28046855,-0.076843165,1.2577801,0.8438676,-0.4346633,-0.7155602,0.029902957,1.092612,-0.68084234,-1.2540642,-0.31308517,0.11348459,0.021676667,-0.7392456,0.0,0.07581921,0.002404927,0.56546587,-0.050666876,-0.013330191,0.060787916,0.0004776992,0.034845006,0.15848348,2.74245
-0.07758974,-0.01158857,-0.023345307,0.0,0.0,0.016740814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4519388,-1.7849833,0.18966168,0.6855432,0.0,1.0429801,0.1078628,0.02947993,-0.12783413,-0.15531501,-0.40805173,0.3481902,0.11664279,0.020002667,-0.13004383,1.0768288,0.8126357,-0.3180253,-0.39459854,0.00440453,0.8505513,-0.61078113,-1.2472866,-0.32370135,0.104846716,0.060493816,-0.5864287,0.0,0.07581921,0.0034895015,0.45067388,0.22759299,-0.035124805,0.086885475,0.013023264,0.04032148,0.1627937,2.7896078
-0.084654205,-0.01158857,-0.032504037,0.0,0.0,-0.18447323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4519388,4.0752716,0.086830385,0.6558608,0.0,1.7961941,0.034213874,0.02947993,0.19229667,-0.18428226,-0.50630397,-2.1726825,0.07544091,-0.0013175877,0.057940666,1.8845348,-1.3723994,-0.89152193,-0.6876431,0.72515815,-1.7178303,-0.8581143,-1.9326564,-0.37259626,0.49582586,-0.028809503,-0.6191439,0.0,0.07581921,-0.024439497,0.15042956,0.20929606,-0.039184157,0.08902017,0.045504987,0.04032148,0.34452695,2.3761806
-0.07643535,-0.01158857,-0.08732693,0.0,0.0,0.33663088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18834598,4.66152,0.11248674,0.8657872,0.0,1.9024148,0.041510884,0.02947993,0.297816,0.4149385,-0.032114156,-1.0391915,0.15539204,-0.015316335,0.456647,1.7371547,-1.2870266,-1.5645771,0.06689963,0.69426554,0.38374013,-0.34386578,0.6961874,-0.3228596,0.520722,0.14846663,-0.81672597,0.0,-0.19902545,-0.024439497,0.3738062,0.1727321,0.044674367,0.09972098,0.011373675,0.04582533,0.11057373,3.0152464
-0.08942852,-0.01158857,-0.118146494,0.0,0.0,0.30293792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.41444433,1.7200141,0.112786554,-0.26705533,0.0,1.2633324,0.041510884,-0.056875236,0.4894494,-0.30380434,-0.044260163,-0.038167857,-0.0072736796,-0.038493466,0.41273305,-4.263765,0.3101687,-1.4486455,0.52162665,0.10631573,0.7195506,-0.3828536,-0.36897543,-0.20303205,0.6733749,0.029087147,-0.746796,0.0,-0.19902545,-0.024439497,0.3791769,0.2146305,0.027184803,0.09972098,-0.0074327886,0.04032148,0.17181861,-2.3918018
0.0006712689,-0.01158857,-0.02073084,0.0,0.0,0.3189812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4519388,0.6314502,0.084575444,-0.74740434,0.0,0.8066584,0.034959223,0.03714543,0.030990496,-0.3428299,0.01723622,-0.19534585,-0.62964827,-0.28662688,0.7717635,-2.4396105,1.9552221,-2.3013384,-0.090540685,-0.023195144,1.0917952,-0.634577,-0.49541298,-0.258119,0.43594426,-0.06118087,-0.3843342,0.0,-0.078598104,0.0034895015,0.17874146,0.19614677,-0.0063713025,0.09972098,-0.0074327886,0.28664577,0.14794111,-11.4348755
-0.06846697,0.020980913,-0.30891603,0.0,0.0,0.48472506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.561165,-1.4241073,0.12170429,-1.8926032,0.0,1.8514471,0.041510884,0.016096938,-0.2513419,-0.14745815,0.08239883,0.42793366,0.048858114,-0.028061349,0.33317393,-5.645622,-1.5982674,-2.1639845,0.3450874,0.410905,0.8443359,-0.108390465,-0.020459563,-0.1565144,-2.1442957,-0.3371791,-0.3664861,0.0,-0.061568648,0.0039681294,0.3983394,0.20929606,-0.018560272,-0.17433129,0.15813209,0.08598145,-0.10020833,3.5112286
0.005042384,0.01158857,0.16800663,0.0,0.0,-0.22503065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4582796,2.368993,0.11310641,-0.95241857,0.0,1.2911881,0.041510884,0.016096938,-0.20178227,-0.17934258,0.111400716,0.14220546,-0.4541164,-0.10966238,0.5786123,-0.5865249,0.47524175,-1.7926587,0.44509894,0.6625272,0.47235212,-0.45134363,-0.054141827,-0.15132599,-3.0672772,-0.16817877,-0.3927624,0.0,-0.061568648,0.0039681294,0.34089798,0.1864114,0.011118261,0.10527727,-0.0039726356,0.085994236,-0.10020833,3.495467
-0.0060228393,-0.01158857,-0.20352364,0.0,0.0,-1.3117731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4519388,-0.8055499,0.11033633,-0.28575838,0.0,1.0745091,0.041510884,0.016096938,-0.1073125,-0.3338264,-0.15734658,0.22768338,-0.95352465,-0.16745378,0.45236146,-5.2653317,0.7564222,0.71119875,0.42004007,-0.074821286,0.13790151,-1.3652134,-0.87268823,-0.18558504,-0.028072026,-0.022889242,-0.8012483,0.0,-0.19902545,0.0034895015,0.37354857,0.2068668,-0.09463234,0.08902017,-0.07377633,0.026339404,-0.08619715,2.8360455
-0.07643535,-0.01158857,-0.22884336,0.0,0.0,-1.2705421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.41444433,3.442602,0.111416884,0.98864716,0.0,1.1236234,0.041510884,0.0124858245,0.32778552,-0.16963348,-0.14811677,0.30082983,0.14622734,-0.028885245,0.4109866,0.5271594,0.80574757,0.4078604,0.39371443,0.66403997,0.123578995,-1.4917165,-1.2467028,-0.32185477,0.26922864,0.0150165465,-0.71296257,0.0,0.07581921,0.0034895015,0.5256591,0.2571745,-0.10682131,0.086514674,0.062370904,0.026339404,-0.013874556,3.286215
