date,K29.500,E14.900,I10.x00,E05.900,J40.x00,G47.900,J03.900,N18.900,E03.900,I63.900,R51.x00,E04.101,R42.x00,H10.900,F41.101,H52.701,J06.900,L30.902,Z00.001,I25.103,J39.900,E78.500,I10.x04,J18.000,F20.900,I25.101,I49.900,M81.901,N97.900,M25.500,N96.x00,F32.900,I70.900,F32.901,H35.900,R50.900,N04.900,F41.900,E28.200,N41.900,D69.000,I10  02,L70.900,K29.502,R21.x00,K52.916,Z49.201,L28.000,N39.000,N20.901,D64.900,K04.000,G40.901,C50.900,N46.x00,L50.900,M06.900,M32.900,E14.901,J30.400,K30.x00,K73.900,I63.801,L21.900,Z95.501,C34.900,I51.900,B07.x00,N02.801,R94.600,H66.900,N03.900,K52.905,N19.x03,J03.901,K59.000,K02.900,J31.200,B08.501,I10.x05,M45.x00,M13.900,L28.203,N19.x01,R10.400,K21.001,N39.001,E05.901,H81.901,N40.x00,I25.100,B02.900,J40  03,E07.900,F09.x00,R00.200,H26.900,J06.903,E83.503,B18.107
2014/2/18,204,125,156,110,29,54,39,47,64,29,35,30,23,37,28,70,15,37,35,21,38,44,50,19,22,37,15,21,20,23,15,26,10,17,24,5,26,28,22,28,43,0,13,0,9,17,28,17,9,18,25,18,8,11,16,8,6,9,0,15,11,7,22,10,4,19,9,18,17,4,15,16,4,6,1,6,4,4,0,9,17,3,6,11,6,1,14,1,10,5,20,14,0,3,7,14,15,0,4,0
2014/2/19,231,182,146,132,56,81,38,44,63,56,47,33,44,27,30,48,17,46,16,26,26,42,52,11,23,19,13,17,14,29,30,19,14,11,16,3,18,17,14,18,5,0,17,0,31,5,16,13,9,13,7,20,24,20,11,7,14,8,0,3,19,3,14,20,1,18,4,10,9,4,10,18,4,5,5,9,3,8,0,11,22,16,4,9,4,2,7,0,6,4,5,9,0,3,11,0,10,0,15,0
2014/2/20,84,126,145,331,35,75,62,38,58,48,32,30,56,45,59,30,25,49,23,35,40,25,60,12,36,24,21,13,14,24,9,28,30,16,19,10,32,20,9,44,22,0,25,0,23,6,8,23,20,8,12,10,13,23,11,6,15,12,0,8,17,29,17,14,9,18,15,11,22,5,4,14,9,11,15,8,6,5,5,12,8,5,2,14,11,0,3,0,8,8,0,5,0,0,17,19,20,0,1,5
2014/2/21,223,142,153,162,35,98,25,60,44,31,47,39,53,15,62,6,15,37,29,22,13,49,30,2,34,22,29,14,7,38,5,26,15,24,14,3,34,8,2,28,23,0,28,0,27,10,14,18,25,13,19,19,6,9,14,8,18,5,0,2,3,21,12,13,7,3,6,7,9,2,19,30,2,13,1,7,6,3,4,7,12,15,2,2,6,10,0,0,3,6,28,4,0,2,13,7,7,0,16,4
2014/2/22,171,124,136,230,42,100,21,47,57,63,29,35,39,39,52,33,25,25,29,33,26,31,39,6,36,14,28,18,17,23,28,39,29,15,60,5,20,5,8,37,4,0,24,0,8,7,27,18,46,9,17,9,17,10,12,12,13,13,0,15,13,5,30,6,19,17,7,11,6,7,7,27,8,11,7,10,7,20,6,12,14,5,4,14,3,2,12,0,15,5,1,9,0,14,10,6,8,0,4,0
2014/2/23,99,60,86,41,31,23,19,41,7,33,12,5,17,18,14,25,38,22,24,7,14,7,13,3,15,9,11,8,17,21,13,3,0,9,1,14,4,3,15,38,3,0,15,0,6,2,0,16,14,5,15,0,6,6,12,7,5,1,0,9,10,0,2,7,1,4,11,6,3,4,2,8,5,11,4,11,0,4,1,2,6,4,0,5,7,1,6,0,8,8,0,10,0,0,6,11,1,0,0,1
2014/2/24,1,2,0,0,29,0,29,1,0,0,1,0,1,3,1,1,23,0,4,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,12,0,0,0,17,0,0,0,0,4,0,0,2,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,12,0,0,0,1,1,8,2,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014/2/25,309,159,156,168,73,103,58,64,46,51,51,20,38,57,32,65,31,38,52,30,17,37,28,11,29,32,34,15,9,36,14,18,8,19,15,8,35,27,11,26,31,0,15,0,30,11,47,13,15,14,14,20,11,8,19,28,22,7,0,3,10,8,52,20,9,23,11,5,28,7,17,9,9,9,13,10,6,12,4,6,6,18,3,13,15,5,0,0,4,14,22,11,0,1,13,12,21,0,13,23
2014/2/26,224,168,135,97,41,89,24,42,51,64,48,26,64,16,55,51,33,35,42,39,38,27,66,12,24,3,24,20,9,20,10,17,27,27,7,9,19,11,12,5,6,0,20,0,17,12,25,11,18,12,10,29,22,14,19,15,8,14,0,5,13,7,24,9,3,15,4,20,5,7,5,31,3,14,13,7,2,15,0,23,9,5,0,4,4,9,1,0,25,7,0,10,0,1,7,2,3,0,5,2
2014/2/27,83,107,169,280,56,91,56,46,53,77,44,36,41,29,50,46,16,19,21,39,24,26,23,13,36,18,31,31,6,31,8,25,33,11,22,11,26,27,1,23,36,0,16,0,27,13,7,24,29,12,13,16,19,17,3,9,23,12,0,11,5,31,23,12,5,11,15,11,24,10,2,12,6,11,4,13,7,9,3,24,6,26,2,33,22,1,4,0,14,14,0,9,0,0,4,19,14,0,6,33
2014/2/28,148,154,147,119,42,94,47,37,58,42,33,38,37,38,44,27,27,30,38,29,13,39,54,10,42,17,36,29,12,27,4,16,19,26,7,6,17,20,2,11,19,0,17,0,17,9,8,17,17,11,21,18,13,5,6,10,14,15,0,2,12,23,17,7,8,3,13,22,7,9,16,14,4,21,9,12,4,14,3,7,9,11,0,9,13,14,5,0,17,4,21,5,0,8,12,7,14,0,20,4
2014/3/1,183,127,151,197,25,87,20,33,74,38,40,36,49,38,39,37,32,35,18,27,33,29,30,19,16,21,22,19,19,41,15,20,16,15,62,5,10,14,6,9,5,0,11,0,7,4,11,18,24,14,16,8,23,6,12,14,12,7,0,7,14,4,17,17,7,10,12,13,6,5,6,20,6,8,7,6,5,17,2,7,8,6,5,10,13,1,7,0,17,4,0,11,0,17,14,9,4,0,4,3
2014/3/2,96,74,109,54,17,31,24,41,24,20,25,6,33,24,30,39,15,28,26,7,4,9,13,6,24,12,3,11,23,14,15,9,2,14,0,6,2,2,9,10,6,0,18,0,0,3,3,7,10,2,16,3,2,2,22,9,1,4,0,10,15,1,15,10,3,1,7,8,0,4,0,4,3,12,8,5,2,2,1,5,2,0,2,2,2,0,0,0,2,4,0,3,0,6,7,7,5,0,2,4
2014/3/3,0,2,0,0,15,0,48,0,0,0,1,0,3,3,0,0,8,2,1,2,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,2,23,0,0,0,19,0,0,0,1,1,0,0,3,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
2014/3/4,259,189,168,136,34,66,55,80,72,56,47,16,33,94,49,54,7,36,43,40,47,38,35,14,29,39,26,20,17,39,10,20,16,19,7,7,41,11,13,27,39,0,15,0,8,14,43,12,32,12,30,10,14,12,9,18,12,6,0,10,1,7,26,13,6,17,9,9,23,9,16,21,2,6,4,12,3,16,2,4,4,5,2,17,9,7,10,0,7,3,27,8,0,5,24,17,16,0,11,25
2014/3/5,169,192,143,130,59,112,45,71,50,66,49,34,44,19,62,25,28,23,16,25,13,24,66,16,32,14,15,26,13,24,15,20,32,14,9,7,33,14,12,2,7,0,10,0,22,11,13,16,16,9,11,15,32,23,10,21,20,10,0,5,15,60,11,6,4,13,7,18,6,5,10,13,4,6,12,14,7,9,1,9,14,25,7,9,12,1,1,0,10,5,3,9,0,3,3,2,11,0,19,0
2014/3/6,139,140,147,232,42,98,77,57,59,62,57,49,44,46,39,25,17,37,56,71,29,35,39,32,36,34,38,17,8,33,12,33,32,15,19,11,30,18,10,22,24,0,14,0,22,14,19,16,30,12,4,14,7,26,7,19,12,16,0,8,4,40,22,25,5,9,3,9,15,10,3,14,4,5,8,9,7,8,0,5,11,3,1,15,17,4,0,0,10,6,0,5,0,14,7,25,13,0,7,37
2014/3/7,109,154,125,97,75,73,49,64,75,32,42,47,39,21,63,26,11,18,27,27,12,30,68,12,35,21,23,13,12,17,11,22,16,17,10,11,34,21,17,4,23,0,30,0,25,3,7,13,29,7,26,23,7,8,24,17,14,9,0,6,10,19,16,12,6,5,10,13,5,2,21,8,2,11,5,4,4,0,3,5,7,15,1,6,2,11,0,0,14,11,16,6,0,5,4,1,6,0,13,0
2014/3/8,213,156,117,112,36,121,34,76,58,68,43,32,28,38,50,31,31,18,32,29,40,36,29,27,24,11,11,29,5,26,12,19,25,21,53,8,10,7,10,28,9,0,11,0,14,8,9,8,20,5,13,28,16,16,21,16,14,9,0,11,8,8,24,15,1,5,10,27,4,11,5,22,4,7,10,15,20,14,0,11,8,5,3,17,5,4,3,0,21,12,5,9,0,21,6,8,10,0,8,2
2014/3/9,75,48,47,48,49,22,12,45,23,21,16,7,27,15,16,32,25,12,29,4,3,13,19,8,10,3,6,13,12,15,23,6,6,5,0,3,6,0,17,16,2,0,13,0,11,0,1,17,2,9,5,12,1,3,18,6,2,0,0,8,12,0,8,8,0,5,13,5,0,0,8,7,2,6,3,4,8,0,0,7,0,4,5,11,6,0,7,0,5,4,0,12,0,0,5,8,1,0,0,5
2014/3/10,0,2,0,1,14,0,30,2,0,1,1,0,0,0,0,0,9,0,1,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,13,0,0,0,0,0,0,0,2,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,9,0,0,0,6,0,3,0,0,2,1,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2014/3/11,213,213,177,124,59,79,63,69,72,52,32,32,25,70,50,78,32,31,25,38,12,37,41,21,19,36,23,24,16,26,7,20,8,15,7,3,30,17,8,29,36,0,13,0,30,5,35,14,21,18,14,23,11,14,18,17,6,8,0,5,22,13,25,11,3,12,20,18,12,10,24,10,9,14,3,12,6,11,7,12,7,18,0,19,12,6,11,0,6,17,29,4,0,3,13,6,20,0,17,20
2014/3/12,180,146,149,133,35,89,42,70,42,67,40,34,48,28,73,37,26,44,24,44,33,37,57,17,24,4,20,13,8,19,18,14,34,17,5,7,27,4,9,15,9,0,21,0,14,6,15,26,17,11,10,12,40,23,11,18,8,12,0,5,6,4,22,21,1,17,5,26,7,7,11,16,3,4,3,14,5,11,4,14,20,8,5,11,2,10,13,0,13,2,5,8,0,7,7,4,7,0,11,19
2014/3/13,155,167,258,200,67,72,59,36,62,72,53,36,54,35,45,31,39,28,53,38,18,59,35,15,36,32,45,31,9,14,5,23,33,24,16,18,25,28,10,16,31,0,21,0,31,5,9,17,19,10,12,10,9,20,12,16,12,20,0,16,12,30,10,11,8,20,7,12,18,7,5,12,7,4,4,9,9,10,7,8,16,14,3,9,15,2,0,0,16,8,0,9,0,18,15,23,28,0,12,32
2014/3/14,132,135,172,109,69,125,21,44,39,38,53,17,47,13,46,26,32,45,37,31,25,24,47,21,46,16,29,28,6,25,8,14,22,27,6,18,20,26,13,25,21,0,14,0,6,14,5,11,19,13,37,21,9,5,16,9,10,8,0,3,7,9,24,4,9,4,11,9,7,5,12,9,5,10,2,16,7,11,5,11,8,5,1,13,5,11,11,1,4,5,17,6,0,2,10,6,6,0,9,3
2014/3/15,196,154,161,121,84,91,26,46,46,48,44,30,69,38,55,20,43,50,50,59,31,30,24,19,24,22,46,28,8,36,6,17,22,14,54,20,12,21,5,20,7,0,12,0,38,9,14,26,22,9,22,21,18,15,12,12,9,14,0,10,8,10,10,12,5,7,15,15,5,12,4,15,6,16,5,10,6,10,8,12,11,20,6,17,15,8,14,0,9,12,0,8,0,0,8,10,4,0,18,0
2014/3/16,83,42,96,29,39,46,31,56,14,16,43,13,30,13,23,10,33,43,77,19,10,11,9,17,13,1,11,4,3,9,3,2,2,11,0,5,4,0,5,41,9,0,23,0,1,2,0,6,15,3,6,16,12,1,6,8,3,3,0,7,4,4,5,15,2,1,4,7,0,1,7,8,5,8,2,4,9,3,2,8,8,1,3,9,0,1,15,0,0,2,0,11,0,0,3,18,0,0,0,0
2014/3/17,1,2,3,0,19,0,42,4,0,0,1,0,3,1,0,0,37,0,1,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,5,10,0,0,0,18,0,0,0,1,5,0,0,2,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,4,0,2,0,0,2,1,1,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
2014/3/18,193,184,176,109,56,68,70,67,59,52,36,31,43,64,52,64,20,41,38,26,29,29,38,35,36,29,27,27,15,27,20,17,6,19,14,7,41,11,16,32,34,0,9,0,10,9,33,22,24,20,28,22,3,18,12,13,14,10,0,8,10,11,15,10,10,20,13,5,17,8,16,8,1,7,12,13,14,1,4,7,10,14,7,20,16,5,6,0,6,12,24,12,0,9,14,12,24,0,7,27
2014/3/19,165,157,153,130,77,94,37,63,45,52,44,19,59,31,55,33,27,38,39,40,25,38,52,17,26,23,19,17,16,23,23,21,36,22,8,4,15,7,15,0,7,0,8,0,26,3,17,17,20,12,12,16,36,19,12,16,24,7,0,9,6,24,19,15,0,14,4,22,5,11,4,20,3,16,3,12,4,13,0,11,5,15,8,4,5,9,0,0,21,2,0,15,0,2,7,0,6,0,11,3
2014/3/20,109,148,178,196,57,83,62,55,50,58,33,57,60,38,65,39,20,41,57,50,28,39,36,42,32,31,43,22,12,24,11,21,40,16,8,3,23,12,12,18,32,0,8,0,23,6,11,13,24,10,10,12,11,24,13,9,27,8,0,27,11,25,24,15,2,19,8,13,18,9,8,4,6,14,2,5,4,3,3,7,7,4,2,7,10,3,3,0,10,10,12,5,0,25,11,14,11,0,8,27
2014/3/21,105,144,142,92,71,104,63,49,44,41,53,38,30,53,47,23,18,46,86,21,21,36,43,26,41,17,17,16,10,26,8,15,30,19,22,8,15,13,7,44,11,0,9,0,6,5,8,8,32,12,23,31,4,10,17,19,11,9,0,19,3,54,11,15,8,5,3,11,15,6,11,13,4,22,4,8,4,2,2,12,18,7,9,19,3,14,9,0,8,9,39,9,0,3,7,9,5,0,8,1
2014/3/22,217,106,160,127,58,87,33,58,25,52,46,12,57,45,57,17,49,35,94,36,26,25,51,22,15,23,31,22,5,29,6,22,35,17,57,6,10,7,7,34,10,0,13,0,17,8,6,29,16,3,20,20,26,13,24,11,19,4,0,12,14,0,11,8,12,21,11,13,4,8,11,11,3,8,2,1,10,15,0,8,8,15,11,22,6,0,6,0,10,11,2,4,0,0,17,17,6,0,12,0
2014/3/23,69,72,127,39,30,40,48,61,27,27,20,16,16,49,25,34,8,26,44,8,11,12,10,11,12,13,18,3,20,7,23,10,4,4,0,9,10,1,9,29,9,0,15,0,11,0,0,14,4,3,3,0,3,1,5,6,2,0,0,9,4,19,5,10,5,3,9,11,1,6,5,0,6,10,4,11,2,1,1,4,1,0,3,9,5,0,19,0,1,6,0,6,0,4,10,16,5,0,0,7
2014/3/24,1,2,1,0,19,0,83,3,0,0,1,0,0,6,0,0,34,0,27,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,21,0,0,0,2,4,0,0,2,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,5,0,2,0,7,0,4,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2014/3/25,173,151,191,115,68,93,75,75,50,53,45,31,32,93,63,44,18,54,22,21,30,42,18,19,23,27,37,14,15,48,11,26,8,18,17,15,41,12,10,19,35,0,18,0,33,8,43,15,13,14,12,28,6,18,15,21,10,8,0,10,5,8,26,12,2,19,12,9,16,6,14,1,8,13,5,6,4,12,3,11,10,17,10,6,22,9,7,0,17,15,20,8,1,0,19,8,18,0,11,15
2014/3/26,248,151,127,101,54,98,67,45,46,88,58,22,70,42,44,36,27,36,17,46,45,29,47,22,24,7,25,27,13,58,6,22,33,9,9,14,15,4,3,3,9,0,14,0,9,5,22,19,15,11,17,17,34,31,5,11,17,12,0,4,18,55,9,25,8,17,12,12,7,8,5,24,7,3,3,8,12,18,3,11,23,7,13,6,10,5,0,0,13,8,0,7,0,1,6,7,6,0,15,3
2014/3/27,148,133,199,171,69,79,96,48,56,74,57,47,47,64,39,19,30,29,36,32,25,49,29,16,32,20,43,20,7,28,8,16,34,20,22,17,24,12,13,25,49,0,16,0,32,8,10,34,14,6,9,11,14,19,8,13,8,19,0,20,15,22,2,12,2,13,12,11,15,4,6,15,7,8,6,8,3,4,2,21,12,10,12,7,12,3,0,1,7,14,3,7,0,27,8,22,20,0,8,27
2014/3/28,202,158,191,155,61,69,47,61,50,49,37,39,42,63,48,37,18,43,33,35,36,43,49,19,35,24,36,30,23,53,9,24,24,18,10,19,18,21,8,21,28,0,17,0,10,10,10,12,9,11,33,19,5,7,17,20,11,8,0,5,6,59,13,7,30,6,20,9,4,7,5,19,7,34,1,17,2,8,8,7,13,3,11,8,3,18,11,2,6,11,21,5,0,5,11,3,9,0,4,5
2014/3/29,190,128,158,151,94,68,78,51,47,60,64,21,51,47,55,39,23,25,36,35,30,42,38,41,35,14,30,14,6,21,11,14,22,25,55,11,21,3,2,27,7,0,23,0,37,14,8,21,11,4,20,21,18,10,7,18,20,8,0,20,15,5,13,13,9,6,13,5,11,6,11,14,18,14,9,9,10,10,6,20,8,30,13,12,7,2,4,0,7,8,0,7,0,9,11,10,4,0,11,3
2014/3/30,73,49,78,32,57,30,34,68,18,13,18,13,33,28,16,25,36,28,24,14,0,5,13,16,15,4,19,12,5,6,9,1,4,11,0,16,0,1,2,37,2,0,12,0,5,5,0,5,5,6,7,2,6,3,7,7,1,1,0,14,6,1,2,8,0,1,9,3,0,3,11,0,6,9,12,3,10,5,2,1,3,4,9,1,6,0,30,0,1,6,0,7,0,2,4,36,0,0,0,5
2014/3/31,0,2,1,0,43,0,68,0,0,2,1,0,0,0,0,0,14,0,8,1,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,31,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,2,0,11,0,0,0,1,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014/4/1,198,137,140,100,79,95,87,80,43,51,35,25,50,63,64,52,20,42,33,30,33,13,47,35,23,19,36,27,17,40,12,30,11,14,47,11,22,14,13,23,30,0,17,0,15,16,32,31,7,14,44,19,13,22,19,16,12,21,0,10,7,12,21,15,5,10,13,16,17,9,19,2,9,15,22,8,11,3,3,16,19,11,12,8,13,7,8,0,8,12,26,7,0,1,10,14,17,0,7,18
2014/4/2,243,161,153,106,69,91,41,68,35,73,46,23,60,28,51,41,22,40,11,34,12,32,35,21,20,7,29,15,21,21,16,18,25,13,24,7,13,4,7,3,2,0,14,0,28,7,12,16,14,9,16,28,8,37,18,13,17,4,0,12,3,49,10,19,3,19,5,23,21,12,8,29,8,7,6,10,7,7,2,15,10,23,9,12,6,2,0,0,6,10,2,13,0,3,8,5,12,0,14,0
2014/4/3,82,96,214,164,62,78,70,68,71,50,52,37,58,63,46,28,9,32,29,54,38,34,24,22,30,19,41,29,18,31,16,19,42,19,29,6,18,28,6,19,16,0,19,0,19,3,5,18,9,13,6,16,2,9,11,10,12,13,0,18,7,23,7,22,8,12,7,13,18,15,8,17,7,15,10,3,4,9,1,11,11,3,18,0,12,3,1,0,6,8,0,7,0,30,6,17,13,0,13,16
2014/4/4,190,142,177,93,73,67,49,70,48,45,51,34,41,51,42,9,34,32,27,21,34,26,27,17,29,23,27,21,7,23,2,25,28,21,1,17,27,16,3,16,18,0,20,0,24,13,14,18,24,13,17,21,11,7,11,8,13,12,0,9,4,47,13,7,7,8,5,12,13,10,11,12,14,17,6,11,4,4,5,5,15,13,19,6,6,9,0,0,15,0,21,9,0,1,12,2,2,0,9,1
2014/4/5,151,139,170,111,43,76,46,54,43,55,61,26,41,43,58,20,29,30,14,46,40,36,37,32,24,10,39,24,7,24,20,23,24,23,57,16,11,8,19,24,7,0,10,0,15,12,11,19,26,9,20,11,9,13,16,6,11,10,0,9,11,1,10,7,10,10,14,14,7,7,2,11,2,8,2,13,13,30,2,10,11,10,5,13,6,2,1,0,8,8,0,5,0,0,8,10,8,0,6,0
2014/4/6,55,33,72,33,39,19,54,52,19,18,7,10,12,18,14,13,21,15,19,12,3,15,4,15,9,4,9,5,20,11,18,3,4,3,0,10,1,0,13,22,6,0,9,0,4,5,0,3,1,8,5,3,3,1,10,9,2,1,0,10,8,0,2,4,4,0,4,10,2,0,4,2,5,9,5,5,3,1,4,5,1,0,10,5,0,1,8,0,4,1,0,2,0,0,3,7,1,0,0,0
2014/4/7,0,0,1,1,57,0,56,1,0,2,1,0,2,1,0,0,22,1,2,2,1,0,2,16,0,0,2,0,0,0,0,0,0,0,0,7,5,0,0,0,10,0,0,0,2,6,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,4,0,0,0,2,0,0,0,0,0,9,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0
2014/4/8,96,62,79,39,68,17,104,67,13,17,37,13,20,50,6,18,15,39,14,13,0,15,22,36,1,12,16,5,19,9,10,4,6,8,0,1,12,4,12,39,27,0,18,0,7,9,2,17,2,1,7,16,0,4,8,11,1,3,0,17,16,2,4,13,4,2,4,4,14,6,12,0,6,3,18,6,16,9,14,2,8,12,16,2,13,3,12,0,2,1,18,5,0,1,3,9,8,0,0,7
2014/4/9,242,199,216,110,133,106,68,68,27,90,87,23,66,32,56,33,40,36,29,49,33,52,45,24,27,3,25,24,13,54,15,9,35,25,13,20,22,7,12,2,15,0,18,0,18,5,31,18,26,22,14,18,24,17,7,24,19,14,0,22,10,53,11,22,11,19,7,10,8,12,6,18,5,9,9,8,11,26,5,9,13,32,17,9,15,2,0,0,13,9,0,7,0,0,6,12,9,0,13,0
2014/4/10,125,181,196,156,56,114,92,53,49,69,52,44,54,49,54,39,37,48,38,56,41,36,22,30,21,23,41,17,22,27,18,29,32,29,24,30,32,13,11,21,53,0,19,0,26,6,10,30,22,16,9,11,5,17,11,18,15,15,0,19,14,37,14,28,10,16,3,19,16,5,2,18,7,11,6,7,7,7,6,10,9,3,20,3,10,0,8,4,8,14,0,11,0,12,14,25,20,0,11,31
2014/4/11,238,138,174,83,65,93,63,63,40,44,54,28,38,33,45,24,14,38,21,31,32,31,37,36,50,27,46,15,15,61,7,27,16,26,7,31,20,26,8,10,29,0,20,0,18,7,12,10,16,19,26,35,3,14,21,10,15,6,0,8,5,27,11,5,8,11,10,11,12,15,7,27,2,19,9,19,5,13,8,10,14,18,11,5,11,11,0,0,7,9,26,14,0,1,10,3,14,0,4,1
2014/4/12,183,138,176,130,74,78,40,63,51,57,56,36,40,64,57,24,20,20,24,31,42,41,34,30,37,16,29,37,18,32,17,43,22,36,63,12,12,21,13,22,8,0,14,0,9,16,11,13,23,10,44,13,15,19,18,7,9,6,0,24,13,4,14,8,4,8,16,19,15,3,0,8,6,12,4,7,7,4,1,11,6,4,13,15,19,3,6,0,5,10,1,10,0,7,10,9,11,0,11,1
2014/4/13,118,51,112,42,40,24,22,46,16,29,33,8,17,52,28,31,34,32,24,15,10,5,4,17,11,12,13,10,39,22,33,12,3,13,2,13,1,4,17,0,3,0,12,0,0,6,0,6,6,8,7,1,3,1,12,8,4,5,0,7,0,2,6,13,1,1,9,8,0,1,3,1,4,13,2,2,5,1,0,8,7,0,15,5,2,1,0,0,0,3,0,6,0,1,1,21,10,0,0,0
2014/4/14,1,0,1,0,42,0,49,1,0,5,5,1,3,0,0,0,26,1,5,5,0,0,0,17,0,1,0,0,0,0,0,0,0,0,0,3,9,0,0,0,19,0,0,0,0,14,0,0,3,0,0,0,4,0,0,2,0,0,0,0,5,0,0,0,2,0,0,0,6,0,4,0,4,1,7,0,0,0,8,1,0,0,4,1,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2014/4/15,215,165,188,127,105,109,80,75,47,76,35,26,43,58,56,46,26,30,27,36,36,29,31,23,37,26,19,70,8,41,9,29,15,34,18,5,31,32,4,11,26,0,13,0,37,8,39,12,13,12,16,20,9,14,14,12,27,24,0,14,5,18,11,16,9,12,11,13,21,14,10,4,5,11,13,16,9,11,14,7,22,33,9,10,17,6,1,0,8,20,23,9,0,0,7,7,29,0,18,20
2014/4/16,162,144,217,110,72,108,65,70,46,71,65,25,87,29,49,43,19,41,21,43,34,31,43,19,27,3,27,99,21,53,8,25,28,16,20,10,16,3,12,44,3,0,6,0,16,11,14,7,21,13,15,17,22,24,11,22,22,29,0,9,9,34,20,6,4,25,9,16,17,13,3,29,1,10,6,13,3,8,7,17,18,15,10,21,7,10,9,0,14,13,0,6,0,0,7,4,4,0,7,0
2014/4/17,173,165,238,186,101,91,84,59,43,62,31,62,59,47,51,35,28,35,35,51,29,47,27,32,23,14,33,46,19,37,10,26,26,23,14,18,39,13,9,17,29,0,14,0,38,4,5,15,27,25,5,8,11,17,15,16,31,22,0,19,16,27,12,11,6,13,7,13,23,4,6,7,7,19,8,11,8,8,14,12,11,20,10,6,3,1,1,0,9,3,0,10,0,7,9,15,13,0,10,25
2014/4/18,109,130,171,98,46,84,69,71,51,53,47,48,39,27,44,21,6,19,27,22,29,45,38,28,34,32,16,63,10,32,11,10,18,19,9,21,23,21,2,15,31,0,25,0,13,15,9,20,17,24,28,22,9,15,26,10,13,9,0,5,4,13,23,5,9,6,13,14,11,10,9,23,6,17,8,14,2,4,8,12,9,9,5,9,8,27,0,0,8,9,27,7,0,2,4,6,7,0,15,6
2014/4/19,172,110,123,109,60,71,63,62,40,35,55,38,16,38,48,8,12,16,11,44,14,42,34,21,20,11,28,21,15,23,14,19,11,42,65,16,10,11,6,32,0,0,15,0,27,12,14,10,23,14,18,14,8,5,13,16,10,10,0,5,15,4,11,7,8,13,8,11,15,8,7,14,5,6,13,12,8,2,22,11,6,29,13,9,7,2,7,0,7,5,6,5,0,0,1,12,6,0,6,0
2014/4/20,94,51,96,39,26,45,32,50,17,33,17,12,22,23,19,21,11,15,17,17,2,19,17,5,4,6,14,17,12,9,8,11,3,7,2,4,0,3,9,18,1,0,15,0,9,2,0,3,6,3,3,0,6,1,14,10,3,3,0,9,3,2,10,2,3,0,18,15,0,3,6,7,4,11,12,6,3,2,10,6,1,2,19,8,7,1,8,0,4,2,0,10,0,0,2,15,4,0,0,28
2014/4/21,1,3,3,0,37,1,67,0,0,0,2,0,1,0,0,0,7,0,0,3,0,0,0,19,0,0,0,0,0,0,0,0,1,0,0,10,6,0,0,1,18,0,0,0,0,3,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,5,0,8,1,0,0,11,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014/4/22,185,148,169,119,48,69,88,96,42,31,53,35,34,34,67,49,15,38,33,40,38,22,41,25,32,28,24,33,22,51,9,29,6,20,14,17,23,15,5,44,20,0,12,0,10,6,55,8,3,19,18,14,4,15,14,22,31,10,0,6,10,8,10,20,12,12,13,9,19,6,13,11,8,6,20,13,3,9,13,9,13,11,10,11,12,4,6,0,6,13,21,18,0,3,23,12,12,0,5,22
2014/4/23,199,168,179,125,56,92,71,53,32,77,33,19,60,20,64,38,25,22,22,47,42,25,55,29,34,2,15,31,18,37,12,18,43,25,8,13,25,8,10,31,9,0,14,0,13,10,16,16,21,13,8,11,33,32,11,10,20,23,0,8,12,4,21,16,13,14,7,21,19,3,21,25,6,19,10,16,9,16,18,14,19,6,7,19,12,4,12,2,16,12,4,5,0,4,10,7,12,0,8,1
