0.4129235,1.8941919,0.6263148,0.35678202,2.7254558,0.4761982,0.0109181125,-0.19438754,-0.73292917,-0.1716941,-0.07824228,0.018790092,1.4099946,-0.24085401,0.95134556,0.27671397,-0.10151853,1.3111898,-0.70271444,0.10425005,-0.0037606093,-0.58991826,-0.020646494,0.08632748,-0.00065198395,0.65170646,-0.010696227,-0.054170493,0.6362516,0.43509436,-2.9264488,43.123993,5.23267,5.0690174,-2.3281977
0.91469556,2.1760235,0.6661945,0.00251644,2.046825,1.0041322,0.0004066876,-0.15314236,0.64867085,0.53170145,-0.28792527,1.3167431,1.1474488,-0.21778835,1.5464593,0.6007593,0.18517318,0.8308908,-0.36058712,0.15594587,-0.0044537378,-0.010094743,-0.22358432,0.027109565,0.27055675,-0.0628199,-0.078624815,0.016036395,-0.13952547,0.4240849,-22.218567,-7.473874,57.641697,10.415915,0.89611536
0.628738,2.1005535,-1.3467408,-1.6584778,-0.054240994,0.6308929,-0.00023279549,-1.2821019,0.8368067,0.36990225,-1.082488,0.19819032,1.0522379,-0.3069733,0.87947214,0.5942493,0.11283964,0.30054608,-0.028242104,0.3495395,-0.0044537378,-0.0015186084,0.69053763,-0.11667218,0.025989916,-0.103247404,-0.07352271,0.018753469,-1.2132717,0.5956807,6.8473296,28.877384,-1.6776787,9.527269,7.598309
0.19316433,1.5875452,0.2745124,0.29735982,1.9833661,0.29662856,0.0015214866,-0.4526867,0.6097274,0.6358138,-1.6828579,0.13770442,1.1097274,0.034267496,0.7234908,0.47751868,0.0041889907,0.76265234,-0.08481501,0.27879083,-0.0072934744,0.028546046,0.72498363,-0.10493138,-0.00034029357,0.018679006,-0.036775336,0.03585907,-0.8919871,0.24979241,14.5819645,10.434531,35.879284,2.128749,14.565813
0.21018288,0.4875514,-1.5499792,-2.8110883,0.023774251,0.61288506,-0.003093951,-1.1484742,0.9282911,0.50422764,-1.9236821,0.20294406,1.038639,-0.3550522,0.83785945,0.20971611,-0.18836889,-0.45855978,-0.035415735,-0.19041972,-0.0044537378,-0.11981706,1.0143322,-0.017122868,0.025989916,-0.35077292,-0.11423924,0.018753469,-0.5167383,0.28170195,5.358086,28.214838,9.144389,8.223572,-0.9106781
0.45133883,1.7800333,-0.24096048,0.19607238,1.257805,0.38066006,0.00661302,-0.32693315,0.22289796,0.4125672,-0.18532401,0.8113495,0.5674557,-0.109415084,1.561426,0.27251044,0.6463348,-0.27075696,-0.08231505,0.34026536,-0.0044537378,0.04395028,1.6647296,0.21946697,0.02570853,0.10877249,-0.054395325,0.020540573,-0.7506604,0.27394366,-3.426192,-6.95694,32.242992,10.591989,7.86308
0.5991317,2.065753,0.6697213,0.10003797,-0.13090035,0.54525274,0.0003482732,-0.2875551,1.128504,0.03667966,-0.57287097,0.48103523,0.91638476,-0.33644834,1.4977621,1.1188655,0.26368004,0.7296498,-0.010086533,0.22867751,-0.0044537378,-0.11934463,0.21161593,-0.055468127,0.010360381,-0.12877826,-0.08285148,0.018753469,-1.3519617,0.24539308,3.324888,37.37195,-0.7260631,11.905164,10.101098
0.78502417,2.3002505,2.2168863,0.7902806,2.6259775,0.7846691,0.017849416,-0.32693315,0.14575975,0.512467,-0.21090339,0.16041301,0.6350435,-0.0690826,1.1028609,0.7206724,0.035029076,-0.5398739,-0.030465854,0.06917243,-0.0072934744,0.9399411,1.1729164,-0.1540179,-0.0011958478,0.07986703,0.21556455,0.018753469,0.50506943,0.15574451,-7.3650594,16.40874,34.917515,4.0018187,7.514084
0.36876428,1.613935,-0.017177746,0.42945242,1.5696465,-0.3057548,0.0028825405,-0.3145321,0.72672117,0.50785,-0.2582582,1.6403587,1.0377041,-0.17376736,-0.18114313,0.3236466,-0.23325758,0.9836474,-0.05338001,0.14014044,-0.0044537378,-0.113707595,0.6475383,-0.344318,0.12844399,-0.5161286,0.031056099,0.016702153,-0.15435222,0.23254551,-19.15921,14.075713,41.16212,8.712274,-0.55726206
0.46327373,1.4694164,1.5079588,-0.22872894,1.190333,-0.50987655,-0.00023279549,-0.5143933,0.90401113,0.6157071,-1.4681693,0.23591958,0.87485754,-0.007156647,0.74297166,0.48090494,-0.0659897,-0.81631285,-0.016442588,-0.27064943,-0.0044537378,0.0051861056,1.39223,0.19709961,0.025989916,-0.112290405,0.07320662,0.016702153,-1.0253578,0.35158294,14.636217,5.8077674,51.188904,9.383937,13.402232
0.03753189,1.443774,0.3787104,0.8761403,0.015257049,0.30044553,0.0035560986,-0.6960356,0.7063236,0.38792095,-1.8923045,0.23591958,0.9267083,-0.18117975,0.84667313,0.38513613,-0.27622107,-0.01519953,-0.021733936,-0.30011928,-0.0044537378,0.0051861056,0.9086112,-0.39676562,0.010360381,0.03624911,0.045817092,0.016702153,-1.0675282,0.2828097,9.5431185,36.97083,5.7457504,12.526126,14.912397
0.09889074,0.005952905,1.4573658,0.7344707,1.6318661,1.1160544,0.005310381,-0.40591034,-0.26201674,0.07402967,0.40454936,0.20728528,0.9365618,-0.2530736,0.5772175,0.7258213,-0.034689702,-0.8465532,-0.099499576,-0.057515427,-0.0072934744,0.30707827,1.8848187,0.37754256,-0.0006216786,0.49032485,-0.19983888,0.018753469,-1.0405935,0.32556188,16.65882,13.185834,54.142094,4.2024465,15.032154
0.24938203,0.10193514,1.1699502,0.13059561,1.168088,0.45101985,0.0003482732,-0.18559696,0.6335177,0.30945358,-2.023801,0.5457238,-1.359308,-0.3171375,-1.5073334,0.67522687,-0.46087372,0.7472761,1.0192372,0.22422802,-0.0044537378,-0.020410452,-0.19298881,0.022411514,-0.02446139,-0.048037525,0.32994696,0.014249289,-1.2123208,0.19311212,-2.1389382,61.408558,53.498203,8.915235,4.8326893
0.09095874,0.12414595,0.06704365,-4.136893,1.3684087,0.7936151,0.012984216,-0.32693315,0.40953767,0.53495795,-0.6109467,0.59034795,0.85184634,-0.25666457,-0.30403578,0.2434317,-0.4036877,-1.4291537,-0.011442607,0.28550115,-0.0044537378,-0.020410452,0.1103185,0.014928815,0.025989916,-0.122461535,-0.19251715,0.014053356,-1.126979,0.42583102,-4.6762786,7.739157,38.931667,7.200242,11.06941
-0.068325646,1.6355685,0.74967295,0.75047165,0.05802393,0.6809355,0.014236777,-0.32693315,0.895367,0.5442685,-0.38159505,0.5134454,0.82821804,-0.14377066,1.6695886,0.3236466,-0.16001739,1.1874696,-0.04825375,0.10484539,-0.0044537378,0.68408275,0.020250352,0.011178741,-0.011419335,-0.12579694,-0.3511179,0.018753469,0.4655411,0.40877414,-9.429058,14.286642,26.774624,9.720616,6.58928
0.62922746,1.3272728,0.0070855175,0.58385193,-0.274725,-0.4286032,0.004076686,-0.27244598,0.9789454,0.86337817,-0.79187745,2.653778,1.3471202,-0.050981317,1.8686197,0.25226477,-0.1552015,-0.37669182,-0.10696902,0.15369178,-0.0044537378,0.8270736,0.67289346,-0.0020864864,0.27055675,0.050935935,0.33167762,0.016702153,-0.27689892,0.3871082,-19.63723,8.477062,46.533054,11.016646,8.85063
